A	B	nOverlap
regulation of cellular response to growth factor stimulus	positive regulation of apoptotic process	2
regulation of cellular response to growth factor stimulus	morphogenesis of a branching epithelium	3
regulation of cellular response to growth factor stimulus	atrioventricular valve development	2
regulation of cellular response to growth factor stimulus	neural crest cell differentiation	2
regulation of cellular response to growth factor stimulus	DNA-binding transcription factor binding	2
regulation of cellular response to growth factor stimulus	glycosaminoglycan binding	2
regulation of cellular response to growth factor stimulus	DNA-binding transcription activator activity, RNA polymerase II-specific	2
regulation of cellular response to growth factor stimulus	I-SMAD binding	2
regulation of cellular response to growth factor stimulus	DNA-binding transcription activator activity	2
regulation of cellular response to growth factor stimulus	R-SMAD binding	2
regulation of cellular response to growth factor stimulus	heparin binding	2
metanephros development	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	2
metanephros development	metanephric mesenchyme development	2
metanephros development	positive regulation of programmed cell death	3
metanephros development	proximal/distal pattern formation	2
metanephros development	kidney morphogenesis	4
metanephros development	kidney mesenchyme development	2
metanephros development	transmembrane receptor protein serine/threonine kinase signaling pathway	2
metanephros development	heart development	3
metanephros development	regulation of epithelial to mesenchymal transition	2
metanephros development	cardiocyte differentiation	3
metanephros development	appendage development	3
metanephros development	branching morphogenesis of an epithelial tube	3
metanephros development	limb development	3
metanephros development	embryonic morphogenesis	5
metanephros development	chemotaxis	3
metanephros development	taxis	3
metanephros development	uterus development	2
metanephros development	cardiac septum morphogenesis	2
metanephros development	cell morphogenesis involved in neuron differentiation	3
metanephros development	regulation of striated muscle cell apoptotic process	2
metanephros development	regulation of muscle cell apoptotic process	2
metanephros development	nephron tubule morphogenesis	3
metanephros development	axonogenesis	3
metanephros development	regulation of pathway-restricted SMAD protein phosphorylation	2
metanephros development	animal organ formation	2
metanephros development	nephron epithelium morphogenesis	3
metanephros development	nephron development	5
metanephros development	positive regulation of cell development	2
metanephros development	embryonic organ morphogenesis	2
metanephros development	camera-type eye development	2
metanephros development	renal tubule morphogenesis	3
metanephros development	neural crest cell migration	2
metanephros development	striated muscle cell apoptotic process	2
metanephros development	cardiac septum development	2
metanephros development	pathway-restricted SMAD protein phosphorylation	2
metanephros development	stem cell development	2
metanephros development	ventricular cardiac muscle tissue development	2
metanephros development	mesenchymal cell migration	2
metanephros development	positive regulation of cell death	3
metanephros development	embryonic digit morphogenesis	2
metanephros development	positive regulation of apoptotic process	3
metanephros development	morphogenesis of a branching epithelium	3
metanephros development	neural crest cell differentiation	3
metanephros development	DNA-binding transcription activator activity, RNA polymerase II-specific	2
metanephros development	DNA-binding transcription activator activity	2
positive regulation of cell junction assembly	regulation of protein kinase B signaling	2
positive regulation of cell junction assembly	neurotrophin signaling pathway	2
positive regulation of cell junction assembly	circulatory system process	2
positive regulation of cell junction assembly	heart contraction	2
positive regulation of cell junction assembly	regulation of heart contraction	2
positive regulation of cell junction assembly	gap junction assembly	2
positive regulation of cell junction assembly	synapse assembly	3
positive regulation of cell junction assembly	positive regulation of synapse assembly	3
positive regulation of cell junction assembly	regulation of synapse assembly	3
positive regulation of cell junction assembly	heart process	2
positive regulation of cell junction assembly	positive regulation of phosphatidylinositol 3-kinase signaling	2
positive regulation of cell junction assembly	cell morphogenesis involved in neuron differentiation	2
positive regulation of cell junction assembly	axonogenesis	2
positive regulation of cell junction assembly	protein kinase B signaling	2
positive regulation of cell junction assembly	regulation of nervous system development	3
positive regulation of cell junction assembly	circadian rhythm	2
positive regulation of cell junction assembly	feeding behavior	2
positive regulation of cell junction assembly	mechanoreceptor differentiation	2
positive regulation of cell junction assembly	dendrite	2
positive regulation of cell junction assembly	dendritic tree	2
positive regulation of cell junction assembly	transmembrane receptor protein kinase activity	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	metanephric mesenchyme development	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	regulation of protein kinase B signaling	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	positive regulation of programmed cell death	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	cytokine-mediated signaling pathway	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	regulation of bone mineralization	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	kidney morphogenesis	2
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	heart valve development	2
