"K562_111_S31"	"K562_119_S32"	"K562_S30"	"MOLM13_108_S28"	"MOLM13_115_S29"	"MOLM13_S27"	"TUH162_S40"	"TUH167_S35"	"TUH215_S34"	"TUH219_S33"	"TUH90_S41"	"TUH93_S37"	"TUH96.METAML_S39"	"TUH96.VDM_S38"	"TUH99_S36"
"ENSG00000286712"	50	21	3	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286713"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286714"	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
"ENSG00000286715"	0	0	2	4	9	0	68	163	0	11	74	135	48	96	8
"ENSG00000286716"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286717"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286718"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286719"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286720"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286721"	10	13	3	15	6	0	65	453	48	23	60	127	246	359	238
"ENSG00000286722"	1	1	3	1	0	0	0	0	0	0	1	0	0	0	0
"ENSG00000286723"	5	1	0	15	1	0	13	21	11	5	19	12	14	29	6
"ENSG00000286724"	5	2	2	43	36	5	77	53	2	31	59	140	49	63	21
"ENSG00000286725"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286727"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286728"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286729"	2	6	5	0	3	0	0	0	0	10	0	2	0	0	3
"ENSG00000286730"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286731"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286732"	13	1	2	2	0	0	9	8	0	7	12	2	10	6	6
"ENSG00000286733"	2	3	0	0	1	11	2	0	0	0	2	5	0	2	0
"ENSG00000286734"	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286735"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"ENSG00000286736"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286737"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286738"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286739"	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
"ENSG00000286740"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286741"	8	0	0	2	4	0	0	0	0	4	0	2	0	4	3
"ENSG00000286742"	0	0	0	0	1	0	7	2	0	0	9	4	26	4	1
"ENSG00000286743"	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"ENSG00000286744"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286745"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286746"	6	0	0	0	2	0	0	1	0	0	0	0	0	3	3
"ENSG00000286747"	6	3	0	0	0	0	0	0	0	1	0	0	0	0	0
"ENSG00000286748"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286749"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286750"	22	6	5	0	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000286751"	2	0	2	0	0	0	0	0	0	0	0	0	0	0	1
"ENSG00000286752"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286753"	80.03	20	33	15	26	0	39	22	3	12	12	30	19	20	20
"ENSG00000286754"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286755"	4	4	2	12	18	0	0	0	0	0	0	1	0	0	1
"ENSG00000286756"	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286757"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286758"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286759"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286760"	46	22	30	16	29	38	104	44	53	58	38	127	78	21	27
"ENSG00000286761"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286763"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000286764"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286765"	39	0	9	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286766"	0	0	0	0	0	0	0	5	0	1	1	11	5	5	2
"ENSG00000286767"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286769"	359	347	501	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286770"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286771"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286772"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286773"	4	0	0	0	0	0	3	1	0	1	3	6	4	1	0
"ENSG00000286774"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"ENSG00000286775"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286776"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286777"	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286778"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286779"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286780"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286781"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286782"	11	2	1	2	0	0	7	17	0	1	4	20	11	22	15
"ENSG00000286784"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286785"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286786"	304	138	111	173	153	0	474	631	94	220	382	705	298	527	711
"ENSG00000286787"	13	3	4	2	0	16	32	31	0	8	14	156	69	101	42
"ENSG00000286788"	1	0	0	0	0	0	16	24	0	156	0	16	2	9	5
"ENSG00000286789"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286790"	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0
"ENSG00000286791"	66	47	54	0	0	0	0	1	0	0	0	0	0	0	0
"ENSG00000286792"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286793"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286794"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286795"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286796"	0	0	0	11	7	13	42	19	32	41	5	22	9	39	25
"ENSG00000286797"	21	5	17	0	0	0	0	0	0	1	2	1	0	0	258
"ENSG00000286798"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286799"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286800"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286801"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286802"	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286803"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286804"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286805"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286806"	2	0	0	0	0	0	0	2	0	2	0	0	0	0	0
"ENSG00000286807"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286808"	1	0	1	4	5	0	5	1	0	1	3	7	0	1	1
"ENSG00000286809"	0	0	0	0	0	0	8	5	0	4	4	16	12	18	3
"ENSG00000286810"	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
"ENSG00000286811"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"ENSG00000286812"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286813"	36	40	36	36	34	0	38	74	32	62	44	127	51	90	86
"ENSG00000286815"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286816"	0	0	0	0	0	0	144	0	0	0	75	232	24	99	0
"ENSG00000286817"	64	55	54	41	37	12	34	42	5	20	31	49	37	62	49
"ENSG00000286818"	3	0	0	0	0	0	0	1	0	0	0	0	1	0	0
"ENSG00000286819"	15	1	18	0	0	0	14	0	0	0	0	1	0	0	0
"ENSG00000286820"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286821"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286822"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286823"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286824"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286825"	7	15	4	23	16	0	25	23	7	7	15	55	25	43	40
"ENSG00000286826"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286827"	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0
"ENSG00000286828"	37	18	30	6	16	36	8	22	0	6	24	23	38	99	20
"ENSG00000286829"	0	0	0	0	0	0	7	1	0	0	0	0	0	2	1
"ENSG00000286830"	14	8	4	2	9	0	5	1	0	1	0	1	0	4	3
"ENSG00000286831"	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0
"ENSG00000286832"	0	0	0	0	0	0	0	0	0	1	0	1	2	2	1
"ENSG00000286833"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286834"	5	1	1	0	2	0	11	43	5	2	3	23	16	19	13
"ENSG00000286835"	44	51	57	38	34	0	14	88	43	50	65	33	8	62	44
"ENSG00000286836"	3	1	0	0	0	0	0	0	0	1	0	0	0	0	1
"ENSG00000286837"	12	1	9	2	3	0	9	3	4	10	6	19	2	3	3
"ENSG00000286838"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286839"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286840"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286841"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286842"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286843"	6	1	9	0	1	0	0	0	0	0	0	0	0	0	0
"ENSG00000286844"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286845"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286846"	8	2	2	7	5	0	20	62	0	5	27	49	24	67	30
"ENSG00000286847"	3	0	0	0	0	0	15	1	0	4	0	6	3	1	6
"ENSG00000286848"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286849"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
"ENSG00000286850"	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286851"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286852"	0	1	0	0	0	0	0	0	0	0	0	3	1	0	0
"ENSG00000286853"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286854"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286855"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286856"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286857"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286858"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286859"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286860"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286861"	21	7	13	9	1	0	22	53	16	9	17	54	33	18	62
"ENSG00000286862"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286863"	0	0	0	0	0	0	48	47	0	3	12	52	3	6	1
"ENSG00000286864"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286865"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286866"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286867"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286868"	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286869"	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
"ENSG00000286870"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286871"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286872"	14	1	2	0	1	0	3	8	0	2	0	3	6	12	0
"ENSG00000286873"	19	27	14	12	9	0	16	14	0	19	12	14	16	19	1
"ENSG00000286874"	5	0	2	0	2	0	0	0	0	0	0	0	0	0	2
"ENSG00000286875"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286876"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286877"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286878"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286879"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286880"	1	0	0	4	3	0	0	0	0	0	0	2	0	0	0
"ENSG00000286881"	1	3	3	1	1	0	36	0	2	8	10	12	19	8	7
"ENSG00000286882"	0	0	0	0	0	0	0	0	0	0	2	1	2	1	1
"ENSG00000286883"	4	3	5	0	3	0	3	2	0	1	8	3	2	3	4
"ENSG00000286884"	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"ENSG00000286885"	4	4	4	3	1	0	7	20	0	5	3	11	2	5	5
"ENSG00000286886"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286887"	2	0	0	0	0	0	2	0	0	0	0	3	0	0	0
"ENSG00000286888"	0	0	0	0	0	0	2	0	0	1	0	5	1	3	14
"ENSG00000286889"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"ENSG00000286890"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286891"	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0
"ENSG00000286892"	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286893"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286894"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286895"	0	0	3	0	0	0	0	1.15	0	0	0	2	0	0	0
"ENSG00000286896"	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
"ENSG00000286897"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286898"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286899"	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
"ENSG00000286900"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286901"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"ENSG00000286902"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286903"	0	0	0	0	0	0	0	1	0	0	0	0	0	3	1
"ENSG00000286904"	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
"ENSG00000286905"	106.45	202.16	150.21	78.53	82.33	57.71	34.8	3.76	0	2.79	6.41	40.82	28.88	26.73	0
"ENSG00000286906"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286907"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286908"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286909"	127.91	152.29	82.27	19	16	7	56.89	43.43	14	13.68	7.13	52.72	22.43	27.58	7.53
"ENSG00000286910"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286911"	2	0	2	0	0	0	2	0	0	0	5	0	0	1	0
"ENSG00000286912"	148	69	53	0	0	0	49	96	0	81	57	109	149	122	133
"ENSG00000286913"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286914"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286915"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286916"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286917"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286918"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"ENSG00000286919"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286920"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286921"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286922"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286923"	0	0	0	1	1	0	6	0	0	1	3	1	5	3	2
"ENSG00000286924"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"ENSG00000286926"	0	0	0	11	2	0	0	0	0	0	0	0	0	0	0
"ENSG00000286927"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286928"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286929"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286931"	44.16	12.93	27.37	0	0	0	1	3.04	0	9	5	3	1	4	2.02
"ENSG00000286932"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286933"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286934"	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"ENSG00000286935"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286936"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286937"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286938"	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"ENSG00000286939"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"ENSG00000286940"	16	5	7	36	39	0	21	41	8	105	32	20	66	36	24
"ENSG00000286941"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286942"	17	4	7	0	0	0	1	2	0	6	5	4	2	0	12
"ENSG00000286943"	0	0	0	0	0	0	0	4	0	1	2	3	0	6	1
"ENSG00000286944"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286945"	18.9	0.01	0	0	0	0	0	2.75	0	0	0	0	0	0	0.03
"ENSG00000286946"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286947"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286948"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286949"	51	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286950"	1	2	5	1	2	0	6	0	0	1	7	7	6	1	8
"ENSG00000286951"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286952"	10	0	0	0	0	0	13	8	0	0	10	10	9	7	10
"ENSG00000286953"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286954"	6	8	1	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286955"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286956"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286957"	0	0	0	0	0	0	2	1	0	2	10	1	4	8	2
"ENSG00000286958"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286959"	30	12	6	0	0	0	0	0	0	0	0	0	0	0	1
"ENSG00000286960"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286961"	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286962"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286963"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286964"	34	21	18	2	3	0	7	1	0	8	1	15	0	0	6
"ENSG00000286965"	4	1	1	0	0	0	3	22	0	2	4	0	7	16	29
"ENSG00000286966"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286967"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286968"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286969"	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1
"ENSG00000286970"	0	0	0	1	2	0	0	2	0	1	0	3	0	0	2
"ENSG00000286971"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ENSG00000286972"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286973"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286974"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286975"	0	0	0	1	1	0	0	1	0	1	0	3	0	2	2
"ENSG00000286976"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286977"	6	5	14	1	10	0	10	73	0	5	7	17	18	66	26
"ENSG00000286978"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286979"	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
"ENSG00000286980"	5	4	3	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286981"	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"ENSG00000286982"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286983"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286984"	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0
"ENSG00000286985"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286986"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286987"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286988"	46	108	70	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286989"	11	20	28	0	0	0	44	75	20	21	23	23	40	46	17
"ENSG00000286990"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"ENSG00000286991"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286992"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286993"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286994"	23	18	17	39	21	0	61	104	53	37	71	62	58	87	86
"ENSG00000286995"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286996"	32	17	17	1	1	0	2	6	0	4	3	8	17	8	7
"ENSG00000286997"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"ENSG00000286998"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286999"	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0
"ENSG00000287000"	27	0	3	0	0	0	0	0	0	0	0	0	2	2	0
"ENSG00000287001"	19	19	7	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000287002"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000287003"	22	1	1	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000287004"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000287005"	2	0	0	0	0	0	0	4	0	1	0	2	0	1	3
"ENSG00000287006"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000287007"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000287008"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000287009"	34	26	37	11	13	0	14	6	23	22	9	14	18	18	9
"ENSG00000287010"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000287011"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000287012"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000287014"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000287015"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000287016"	26	10	5	6	10	52	3	3	0	4	1	2	5	3	2
"ENSG00000287017"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000287018"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000287019"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000287020"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000287021"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000287022"	26	30	17	7	15	0	1	3	14	1	1	0	0	2	4
"ENSG00000287023"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000287024"	0	0	0	0	3	0	12	0	0	8	2	18	3	1	12
"ENSG00000287025"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000287026"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000287027"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000287028"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000287029"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000287030"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000287031"	17	2	1	0	1	0	0	0	0	0	0	3	1	0	6
"ENSG00000287032"	6	3	3	4	3	0	20	16	0	20	6	42	25	34	13
"ENSG00000287033"	0	0	0	0	1	0	2	0	0	0	0	6	3	1	0
"ENSG00000287034"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000287035"	5	5	0	0	2	0	0	0	0	0	0	1	0	0	0
"ENSG00000287036"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000287037"	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
"ENSG00000287038"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"ENSG00000287039"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000287040"	2	0	0	0	0	0	0	0	0	0	0	50	0	0	1
"ENSG00000287041"	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0
"ENSG00000287042"	5	4	4	1	4	0	0	12	0	1	4	7	0	12	7
"ENSG00000287043"	3	0	0	0	0	0	1	1	0	1	0	0	0	1	8
"ENSG00000287044"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000287045"	1	4	7	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000287046"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000287047"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000287048"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000287049"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000287050"	24	1	6	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000287051"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000287052"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000287053"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000287054"	4	0	0	2	2	0	0	0	0	0	2	0	0	0	0
