accession	gene_name	IDHwt_1.raw	IDHwt_2.raw	IDHwt_3.raw	IDHwt_4.raw	mIDH1_1.raw	mIDH1_2.raw	mIDH1_3.raw	mIDH1_4.raw	mIDH2_1.raw	mIDH2_2.raw	mIDH2_3.raw	mIDH2_4.raw	IDH2_vs_IDH1_ratio	IDH2_vs_IDH1_t.test	IDH2_vs_IDH1_logFC	IDH2_vs_IDH1_p.value
Q86UA1	PRPF39	2359174.25	2267139	2207139.5	2245652.5	2101225.25	1737277.88	1519820.38	1984438.38	1579721	2058608.88	1655935.62	1715768.38	0.905954071845337	0.637654611405742	-0.14249018148175	0.195414495224705
Q5JW28	STAU1	101372.02	115231.34	72826.77	84668.58	106283.05	86431.38	86169.23	96531.99	79577.1	46191.47	57829.88	70454.47	0.701147721535737	0.0167295937366684	-0.512209663953692	1.77651460536548
O60518	RANBP6	2239630.75	1506069.75	1845270.62	2055784.38	591868.62	969301.25	1251093.25	681096.12	102227.3	970943.25	739980.38	485259.94	0.742391100635358	0.259359559213813	-0.42974867853043	0.586097740586134
E9PJN1	RPS6KA4	1027092.19	1181684.62	1235150.25	1118742.5	908325.31	1096759.88	753191	671479.69	870300	780824.69	128200.27	984794.56	0.993745700877291	0.476572991479047	-0.00905138094784117	0.321870573789776
Q6PJ69	TRIM65	5880299	5658114	5090190.5	4872834	7732250.5	5455295.5	5588272.5	6379921.5	7480181.5	5735511.5	7012239.5	5920785	1.08061621494438	0.724952271754042	0.111854235277436	0.139690584871996
A0A8V8TMZ3	SEC61A1	18614712	16759285	16041404	16729063	8079397	8276494	5446753.5	8719294	9977163	9070222	8899783	9911387	1.16053653084384	0.0840439366351384	0.214791935898907	1.07549361334751
A0A8Q3WKR3	PPP2R5C	996557.75	885252.88	877790.62	893711.75	1127937.25	885730.5	943020.44	963155.69	795728	898502.56	918082.38	709509.81	0.888811129955761	0.0802185628826944	-0.170051212193384	1.09572512267981
B5MCB4	MECP2	23383.25	435718.75	442928.47	468989.41	21330.31	1043307.62	639176.38	845926.25	623573.69	835411.06	707322.62	997908.62	1.03880610594569	0.55213795888332	0.0549263990978408	0.257952394560862
J3QTA2	BAG1	3556496.75	1471660.12	1387402.75	1119327	1267753.38	1182916.12	609792.56	1104970.25	984513.25	708831.31	1332603.5	843183.81	0.798858319174304	0.723265792910942	-0.323988436977338	0.140702074514833
P17706	PTPN2	1153300.5	2379804.25	2463889	1595789.62	1797479.12	1883895.88	1842035.25	1829916.5	1255199.62	1964705.12	1592509.88	2264224.75	0.9687531978055	0.77387140761631	-0.0457989273416188	0.111331199010096
Q8NE86	MCU	3194683.5	2564943.25	2791255.75	2804102.5	2063815.25	1829470.88	1143881	2052253.25	2738999.5	2835089.5	2221200.75	2776367.75	1.4208550286648	0.018952369729993	0.506759362395002	1.72233647982173
Q8IXM6	NRM	1678420.12	1677230.5	1666396.12	1584288.88	4943942	4001934.25	4106306.5	4776893	4605243	4805236.5	3994235.25	4345174.5	1.0075668682213	0.948696956247454	0.0108755878847642	0.0228724927860888
Q9Y228	TRAF3IP3	1034517.81	1120456.12	828959.06	540673.56	2484002	1905600.75	1246618.75	1833046.62	1395392	1574316.75	1501037.12	1510910.38	0.805624923112232	0.238240100715276	-0.311819779101957	0.622985135995192
F8VYN9	ARL1	10856820	10150187	8330748.5	8768689	5007699.5	5774074	6331892	5999307	6575141.5	5771842.5	7232661	5965675	1.06518395183168	0.211498367826652	0.0911025980366233	0.674692979809571
H0Y9X1	TMA16	3257355	3352794.25	4602284.5	2423334.5	3808598.75	3366815.75	2630955.25	2776298.25	3090848.25	2387464.75	5901784	2789287.75	0.957191417903037	0.66503522492626	-0.0631206330341779	0.177155350808251
P09496	CLTA	17584578	15143688	14131778	15008307	14530575	15616000	16768671	15514467	17986356	16902586	15134435	15187358	1.03082115665017	0.44046737288942	0.0437940525944722	0.356086255921348
O75348	ATP6V1G1	1692158.88	670360.31	707083.75	792295.31	747041	794727.75	778270.81	751568.56	11243367	908398.56	10305740	1028126.69	7.40853380574197	0.169908034467358	2.88918805258728	0.76978608409542
P26951	IL3RA	752132.5	1165809.12	1140226	746651.44	2356386.75	2515457.25	1588155.5	2242735.75	1904586.75	3292319.5	1656649.62	2597782.25	0.97896261732537	0.676370474566573	-0.0306743247713751	0.169815358810374
Q8NHV4	NEDD1	1904888.25	1643818.38	1720743.25	1680414.5	1886362.38	1668791.12	1385718.5	2013875.25	2162014	1843264.88	2030522.5	2204095.25	1.17928424187591	0.102005585609808	0.23791149178747	0.991376046541015
Q969P6	TOP1MT	9378.41	659384.81	821177.75	132215.22	26760.7	167813.33	1782821.62	169278.94	65497.61	58703.39	1915891	210875.72	0.819874421920147	0.967572815012636	-0.286525142165277	0.0143163421041395
E7ET49	DAGLB	2433094.5	1974820.12	1787270.88	2224056.5	2452662.25	1908482	1560534.38	2154495.25	2289697.5	2284868.5	2123788	2078513.5	1.08508028195334	0.430292288050046	0.117801787454241	0.366236437527305
A0A2R8Y653	UCK2	8418263	7294107.5	6460115.5	7371938	5416776.5	5321476	6446249.5	6097162.5	6869028.5	6917380	7058341.5	6797269.5	1.19736681773284	0.0250923101642262	0.25986519493277	1.60045935281893
Q9Y2Z9	COQ6	1842779.25	1394372.38	985307.12	1205168.88	2878336.5	2286765.75	2346348.25	2581673.5	2705316.5	2147523.25	3232244.5	2479914.5	1.05219320511319	0.674819461721141	0.0733996385334104	0.170812400895865
A0A8I5KQQ6	TAF6	554125.06	1004490.44	619925.62	1126014.12	415087.5	499480.34	922574.19	544208.44	815101.19	956071	936600.94	1184236.5	1.81344475122172	0.0367458675859279	0.858732792535866	1.43479149428153
Q15054	POLD3	2576287.5	2074845.5	2500921.75	2613944.5	2321990.25	2058365.38	1910785.25	2082951.62	1898702.75	1892905.75	1393484.38	1745761	0.87862550729635	0.0523287413464389	-0.186679712101591	1.28125971113976
Q9P013	CWC15	5922767	4543535	4183038.25	5793107.5	5936990	4746063.5	5155953.5	3637341.5	5631525	3782655.5	6274652	4520701.5	1.02526853872297	0.811514538189262	0.0360018304555558	0.0907036954325526
Q9Y221	NIP7	5233178.5	5105073	6968106	7854475.5	5428441.5	4782672	9107608	4887755.5	3935977.25	4658540	5222388	4582410.5	0.895771038494127	0.25504591445221	-0.158798072248493	0.593381628984675
B3KNX7	PAK1	614873.5	505106.72	442305.44	479700.47	121883.98	117180.55	69901.82	129368.5	722594.62	535428.94	144531.39	794889.69	5.2622760892216	0.0560886260687416	2.39568694255583	1.25112519821605
Q9BVG4	PBDC1	4280934	4616416	4503494.5	4710624.5	3300562	2907251.5	3077576.75	3429070	4983393.5	5512345	4236532	5443033	1.63471302658632	0.00439475371349727	0.709037393240928	2.35706545821618
P30679	GNA15	4009596.25	4025413.5	3876492.5	3936698	1637603.25	1948549.25	1336564	1697632.75	2222472.5	1677395.75	1939367	1759364.38	1.10898640456028	0.210233015283413	0.149241679121179	0.677299080745987
O95786	RIGI	6326686	7290865	7044781	6408426	3050197	3155305.75	707736.94	2954768.25	2792778.5	3161047.75	2739345.25	2163986.75	0.921258245416158	0.713051152821454	-0.118322468258741	0.146879313638696
H3BMM9	RNPS1	2944395	10397542	10627429	10082290	10721023	10539132	13913678	5062205	5136009	8440622	12504201	7177144.5	0.734602663997511	0.496410800508312	-0.444963966951431	0.304158778039274
Q6P1N9	TATDN1	3667397.5	3371465.75	2844033.75	3278014	2549333	2096344.75	1662983.12	2231235.25	2215400.75	2295248.75	2029340.12	2288353.5	1.04070964603774	0.730443899215278	0.0575676184445575	0.136413133866363
Q9BV73	CEP250	21111.1	155820.73	1233506.25	367873.75	420405.5	923193.69	506558.59	476707.66	15324.78	47414.87	343140.5	720131.75	0.397202049800855	0.189973958957319	-1.33205502682999	0.721305926711584
O14929	HAT1	5766710.5	3682292.5	4453386.5	4567082.5	3978167.75	3006541.75	2485768.5	3960905.25	3536611.5	3801507	3111335.25	3169101.25	0.962434698103911	0.913002115596183	-0.0552394387822887	0.0395282161232215
A0A2Y9D025	NDUFA6	13008899	5797286.5	4626591	5028787.5	1987288.5	2197842.75	2161589.75	1931039.38	2616330.25	2410833.5	1030682.69	1755593.88	1.00422984935747	0.769518909234667	0.0060895128907639	0.113780703869703
Q9HAD4	WDR41	1688701	2289447.5	2476370.5	1917590.88	1606571.5	1893246	1433221.38	1905668.38	1199140.88	1410233.5	1399518	1671494.25	0.802828004603097	0.104057226613786	-0.316837152579782	0.982727753323508
P82664	MRPS10	2014594.75	4062521	4139237.75	2525996	1410525.62	2025051.75	1127396.25	1261515.62	1280222.75	2041613.5	289246.84	2321394.25	1.24318300192103	0.959146166885261	0.314038682979977	0.0181152044721354
A0A0A0MTJ9	NCEH1	1508846.12	1106251.25	939868.56	456660.94	1821686	2024766.38	1509919.88	2820105	2322685.75	2691554	2805165.75	2604476	1.37686092970687	0.136065095387585	0.461382846942342	0.866253269541286
A0A8V8TQS3	NGDN	2393471.75	3011533.25	3053367.25	3750289	2155694.5	2103380.25	3800620	1901846	1566978.25	1942746.38	2182615.5	2121975.25	0.954367290689134	0.316178137236188	-0.0673834969183864	0.500068163518124
Q8IUH3	RBM45	251129.02	3797864.5	2958394.25	2616430.5	1460499.38	2336745.25	3437099.25	1097207.25	265344.34	1275783.38	1567025.62	776624.06	0.540499135553455	0.124640064127815	-0.88763578429791	0.904342336225193
Q9H074	PAIP1	3768382.75	3860457.75	4023332	4398140	3703702.75	3682991.75	4432592.5	4401414.5	3922919.75	4095131.5	3106357.25	4273370.5	0.989257897533808	0.559100150462329	-0.0155814171888755	0.25251039086608
A0A8Q3WKK3	NUP58	4145490.5	3007590.5	2954780.75	3184093.25	3572641.25	3305847.25	3123040	3751228.25	2928119.5	2718670.75	3262222.5	2842521.25	0.838940233744666	0.0340997062682441	-0.253360058419443	1.4672493619644
O75832	PSMD10	793728.25	937344.06	1015752.5	919356.62	1253844.38	1239491.25	1082602.5	1191738.62	1131194	908787.12	2386847	915270.25	0.841740336959582	0.71336610038967	-0.248552840640809	0.146687532457027
Q9NWY4	HPF1	2483832	2382282.75	2514177.75	2873402.5	1555708.5	1302527.88	1636421.62	1826547.12	2200971.75	1028557.62	2214530	1917348.62	1.29014802504354	0.435573713045829	0.367536602659898	0.360938337877748
Q96QU8	XPO6	1650106.62	1179033	862409.81	1076803.75	36633.97	901311.19	790638.31	1015331.69	1144538.62	1265325.25	972380.94	1057645	1.30156580914501	0.14963990979349	0.380248258439601	0.824952562276834
A0A3B3IUC4	GLA	3035663	3043344.25	3208901.5	3094128.75	3666780.25	3539522.75	3185471.25	3849811.5	4180449	4281958	4067328.5	3754811.5	1.14452271851461	0.0315566630299673	0.194746100344947	1.50090892765189
A0A0S2Z4L5	RAF1	1071299.75	895961	850111.56	875240	967189.5	976978.5	1016210.88	952074.38	1222777.38	1177796.75	1100871.75	984381.69	1.17205328963341	0.0667610195451725	0.229038166127103	1.17547703958624
Q9NRW1	RAB6B	1918481.38	2011540.75	2041495.62	2130075.5	28643.31	53056.38	52326.1	59457.47	38979.94	58703.39	57829.88	64536.61	1.10581256011436	0.477696279707909	0.145106863411017	0.320848140982959
Q9ULR0	ISY1	2523599.5	2831814.75	2486217.5	2731898.5	1933673	1865707.62	2586763	1646086.5	1840737	2008667.25	1850161.62	1585579.38	0.971447451348004	0.443825374577354	-0.0417921368843072	0.352787871721185
P16104	H2AX	23383.25	17686.26	836454.31	1129888.88	523878.66	1414778.12	1800046.12	544397.56	327466.97	58703.39	1000256.06	100187.93	0.218283079136629	0.127263170186688	-2.19572779502965	0.895297262480928
P46736	BRCC3	1059864.12	950246.62	1166202	953616.25	1171548.12	1528975.88	1074901.88	1324781.88	939008.31	1187724.62	1057330.62	1400683.5	0.899342330541235	0.392678661690862	-0.153057719341248	0.405962697817171
O96011	PEX11B	3503430.75	2513854	3570119.25	3121981.75	586213.19	514576.84	471701.66	657259.06	237709	176295.67	191346.22	124430.18	0.333980032504473	0.000618434581735045	-1.58216624328951	3.20870623345456
Q96RS0	TGS1	3549968.25	8964727	5484987.5	5864743	2253956.5	2857403.25	2794648.5	1352798	2439417.25	1557800.38	1112704.62	1497233.5	0.605124362076257	0.19075980258375	-0.724696426693454	0.719513135686861
Q16763	UBE2S	3356602.75	3419382.25	3264409.75	3674347.75	3701817.25	4233237	6741169.5	4928124.5	5744717.5	5736467.5	5888975	6595795	1.26986501951702	0.199525898760417	0.344675153672426	0.70000072424429
Q8NCW5	NAXE	13071096	9532524	8234852.5	10542720	6989673	5849552	5375345	5850639	5715735	5728911.5	5177780	5232920	0.935767202432849	0.212406632682424	-0.0957784301094991	0.672831925950257
Q6P444	MTFR2	1600559.12	1653570	2633791	1722457.88	819049.88	957724.88	1096404.62	737208.19	582116	992312.06	578272.94	948604.94	0.861516594258689	0.395648313976242	-0.215049509436384	0.402690680643851
Q13033	STRN3	243372.84	424799.5	152554.06	53020.22	1033848.25	1271361	709880.5	1212374.88	1403380.62	1671410.75	1015589	1413611.25	1.25410153264694	0.135414512163892	0.326654154133966	0.86833479048862
O60925	PFDN1	9295545	10042642	9190377	8944445	9428395	9758203	10390114	10282105	11513546	10745809	11252894	11288535	1.12480451897246	0.00550560760193567	0.169674295652234	2.25919474506526
C9J050	PCYT1A	3471905.25	2980421	2430175.25	3016661.5	3322626.25	2671308.25	3053836.5	3131384.5	2506439	2173534.75	1992763.75	2607422.75	0.756638081323206	0.0106009255153451	-0.402324706348913	1.97465621693704
Q96GD0	PDXP	1860952.75	1578467.88	1670762.62	1455013.5	2646469.75	2158265.25	1958362.75	2314943.75	3099586.75	2506531.75	3003638	2535705.5	1.23833773472243	0.0508354379743773	0.308404837782373	1.29383343041252
Q9H6D7	HAUS4	1726860.88	3108650	3061739.5	3255796	2187380.5	2403273.5	2736695.25	2928850.75	2145989.25	2577657.5	1648257.88	2932122.75	0.919003009502733	0.495033148157188	-0.121858508903456	0.305365719087138
Q93050	ATP6V0A1	659605.56	605859.44	322966.03	106672.67	525811.81	369888.72	1888969.88	1059573.62	942398.44	1658371	155136.75	1500697.5	1.5410107181318	0.83791175691815	0.623876896208199	0.0768017158582976
Q7Z7K6	CENPV	1104438.12	1039033.12	1316118.12	894632.44	1516740.75	1815108.38	2037591.38	872999.75	2378478.75	1219901.62	2161640.75	1312216	1.04262126358645	0.612159733304242	0.0602151881790178	0.213135240859086
E9PHG5	CYP20A1	2128482	1639560.75	1903472.5	1691362.75	1834344	1929100.25	1585656.12	2373917.5	2093209.25	2128418.75	1775105.25	2112385.5	1.11748559846476	0.626400749324708	0.160256238874046	0.203147731430012
C9JFR7	CYCS	8639270	3602311.25	2670690	3563688	4008564	2420077.5	3828136.25	2530603.75	5501513	1576655.38	3895840.5	2672188.75	1.03291363540576	0.829699681733369	0.0467196317628464	0.0810790765007676
Q92466	DDB2	1028009	357447.25	4016392.25	459080.62	5863194	8136483.5	4065132.25	3703390.75	2585115.75	4407610.5	6564872	4842045.5	0.931643034997969	0.543026666850047	-0.102150811989327	0.265178842636834
Q9Y676	MRPS18B	2942270.25	3598127.5	4579233.5	3390693.5	1814607	2138366.5	2216897.75	1810032.5	1782504.12	2152218	2058213.5	2264542.75	1.06513021147245	0.656313158256128	0.0910298097586283	0.182888888595823
Q8IXI2	RHOT1	1356491.62	1571816.62	1480033.12	1574764.12	1634606.88	1006637.12	1344294.75	1710037.25	1179376	1342863	1530615.25	1727553.25	0.964609982774087	0.918859689909394	-0.0519823542213651	0.0367508004205608
I3L4C2	BAIAP2	181357.22	1489203.12	1812654.75	968641.94	28643.31	26097.68	1066109	29113.53	38979.94	58703.39	57829.88	24556.98	1.67616199224196	0.419177310373815	0.745161584664098	0.377602233290877
Q9NUQ2	AGPAT5	5313660	10343854	8034383.5	1396280.62	213806.52	2912712.5	426517.31	2817508	1361522.75	1098265.62	3085390	241955.86	0.758251904637575	0.882899791514322	-0.399250878156962	0.0540885857338925
P31271	HOXA13	577385.56	2804940.25	3642594.75	3920688.25	3888831.5	3600439.5	2584271.5	1443626.12	970428	1193742.62	1777962.62	834148.88	0.349922675449184	0.0490136519672816	-1.51489193874596	1.30968293735372
E9PM19	TYK2	1488222.12	1603698.75	444919.69	627350.62	2260621.5	2756250.25	2381948.5	4173752	1987880.5	1541410	1628525.62	1751450	0.657813328065599	0.0738584285841446	-0.604249855732976	1.13159993665924
Q06265	EXOSC9	4324548	4509268	4281741	4778343.5	6030119	5378086	7115155.5	5340003.5	5824740	5892600	5704876.5	5649155.5	1.0106424717999	0.667199999696984	0.0152727149592364	0.175743962567557
Q9P270	SLAIN2	709388.44	854712.75	1205639	1557092.5	536396.56	1326925.62	807676.75	1370401	960428.25	1107649.12	1775846.12	1584452.38	1.26117235595499	0.262261447608073	0.334765452580968	0.581265545938939
A0A8I5KRU7	CDK5RAP2	50993.87	881571.38	1617394.12	709620.62	1196971.5	2173474.25	1891483.38	249315.83	403202.16	542773.56	22575.79	1075663.62	0.306294168688001	0.138367985968783	-1.70701019411107	0.858964380438487
Q8IXJ6	SIRT2	2196536.5	1966367.25	1661461	1954729.12	2543853	2164768.5	1236238.38	2476318.5	1612037.12	1663129.5	1301409.75	1746296.25	0.705689555054667	0.180255401763379	-0.502894438137552	0.744111711790908
Q93077	H2AC6	5183328	71534.81	49763.07	45901.79	28643.31	99565.98	29046.95	59457.47	13521897	58703.39	48468932	64536.61	153.511356946919	0.268727115627823	7.2622015815585	0.570688509326467
Q9BQC3	DPH2	2758778.5	2317435.75	1852297.88	2311836	1544632.38	1429437.62	1430562.5	1093749.38	1695653.62	1560767.38	1419023	1387038.38	1.04188470453631	0.290222595857926	0.059195637120461	0.537268777720523
F8W031		7197831	7314030.5	6981032	7739573.5	5445426	4323123	4538828.5	5223142.5	5473014.5	5558749.5	4885463.5	6798495.5	1.13007547348788	0.157821723575727	0.176419128030367	0.8018332179851
Q96CB9	NSUN4	1410402.88	2122708.75	2629184.75	2529932	2896543	2324683.5	2375653.5	2092564.25	2044658.62	2389952.5	2031403.88	2188036.75	0.900508914573572	0.237056394465516	-0.151187536748676	0.625148325332862
G3V1N2	HBA1	23383.25	30678.97	158822.69	430985.38	265701.72	53056.38	178164.98	205799.73	115997.68	88102.5	57829.88	208498.98	0.531559736310142	0.338138739359337	-0.911696264964049	0.470905070801205
O14965	AURKA	1096605	1142106.62	1076014.5	949162.06	711099.44	590976.81	887464.81	705222.06	793950	812128.12	941211.88	577950.81	1.1339784928775	0.575172227108277	0.181393278275544	0.240202092557061
Q8N442	GUF1	733533.75	454997.47	983675.19	807671.69	1683202.38	1230127.5	1251032.62	1223067.5	1047208.88	1285395.5	1125417.75	993850.06	0.875649504635759	0.132709750286121	-0.191574575643043	0.877097168018009
A0A0A0MSI8	EXOC5	3172108.25	3277932.75	2708915.25	1867633.62	2094353.5	1760777.62	185419.02	2440213.25	1788797.12	2625939.25	2349802	2681336.25	1.290680159797	0.240778056088842	0.368131534306487	0.618383096125964
A0A8V8TM28	TCIRG1	1849923.88	1449740.38	1292279.12	1079788.12	757944.81	1085250.38	720989.25	1084955.5	2040856.62	1732722.62	1450749.62	1430489.25	1.7274250933302	0.00660458080016538	0.788623152104651	2.18015474231176
Q8NAV1	PRPF38A	3118586.75	4587215	4725151	5198007.5	3516059.25	3404791.5	3531534.25	2342244.75	2920507.25	3679798	3934208.25	2772179.5	0.953684090066528	0.761792905218162	-0.0684166453987987	0.118163076357339
Q9UBX3	SLC25A10	353241.38	270493.88	299561.69	280378.78	13252.98	177689.2	349256.19	197275.7	347608.03	336548.38	263248.78	548341.56	1.82458787475841	0.0854886470151783	0.867570634849641	1.06809155621963
Q9UBW8	COPS7A	1754387.62	1677254.5	1744684.62	2030725.5	2279451.75	1604128.25	1777117.75	2372566.5	1933349.88	2337835.25	1633636.88	2021598.62	0.974949030208899	0.914226781003721	-0.0366012973450905	0.0389460608067191
P50148	GNAQ	1386990.5	1392522.88	1166131.38	863914.25	1121356.5	176204.62	784039.12	1416077.75	1357920.12	1675333.25	1195233.5	951140.31	1.33995984518953	0.2310574593939	0.422189767836819	0.636280006278296
Q9NX46	ADPRS	2764493.75	2737254.5	2621846	2197864.75	2103272.5	1728538.12	1973130.25	2172497.5	2572803	2331437	2303733	1995170.25	1.13707361226758	0.0947557166639854	0.18532565494758	1.0233945793469
Q04837	SSBP1	23287536	22663396	20447744	20702672	8004488	6711041.5	12239422	5531162	7546729.5	6847159	8596579	5339549.5	0.978142750486824	0.55290715819723	-0.0318830669380516	0.25734778744337
O95801	TTC4	3990816.75	3742471	3378301.5	4021182.25	4210664	3988686	4796976	4369419.5	4886888.5	4011018	4645750	4204242.5	1.03145761926443	0.729385716771081	0.0446845447017228	0.13704274553038
Q96KC8	DNAJC1	936100.5	3517740	2986429.5	3411779.75	60887.61	67279.39	370357.03	738287.25	139398.23	265073.5	82622.36	188309.28	0.748812244648194	0.451050048355739	-0.417324068688275	0.345775266284375
A0A7P0T8A7	BSG	23383.25	589772.5	301053.25	499832.25	104570.57	221025.14	178106.27	148102.52	68425.16	148432.08	57829.88	1244566.38	0.664780492273062	0.508154586256108	-0.589050047487049	0.294004150422343
