A	B	nOverlap
embryonic morphogenesis	cell body	3
embryonic morphogenesis	protein self-association	2
embryonic morphogenesis	cytokine receptor binding	2
regulation of cardiac muscle contraction	potassium ion transmembrane transport	2
regulation of cardiac muscle contraction	inorganic cation transmembrane transport	2
regulation of cardiac muscle contraction	regulation of blood circulation	4
regulation of cardiac muscle contraction	cardiac ventricle morphogenesis	2
regulation of cardiac muscle contraction	heart process	4
regulation of cardiac muscle contraction	regulation of striated muscle contraction	4
regulation of cardiac muscle contraction	inorganic ion transmembrane transport	2
regulation of cardiac muscle contraction	regulation of potassium ion transmembrane transport	2
regulation of cardiac muscle contraction	regulation of transmembrane transport	2
regulation of cardiac muscle contraction	muscle contraction	4
regulation of cardiac muscle contraction	cardiac septum morphogenesis	2
regulation of cardiac muscle contraction	potassium ion transport	2
regulation of cardiac muscle contraction	muscle organ development	2
regulation of cardiac muscle contraction	cardiac septum development	2
regulation of cardiac muscle contraction	regulation of heart rate by cardiac conduction	2
regulation of cardiac muscle contraction	cardiac chamber morphogenesis	2
regulation of cardiac muscle contraction	cardiac ventricle development	2
regulation of cardiac muscle contraction	cardiac muscle cell action potential	2
regulation of cardiac muscle contraction	cardiac chamber development	2
regulation of cardiac muscle contraction	muscle structure development	3
regulation of cardiac muscle contraction	regulation of potassium ion transport	2
regulation of cardiac muscle contraction	regulation of neuron differentiation	2
regulation of cardiac muscle contraction	regulation of ion transmembrane transport	2
regulation of cardiac muscle contraction	metal ion transport	3
regulation of cardiac muscle contraction	regulation of metal ion transport	3
regulation of cardiac muscle contraction	regulation of cardiac muscle cell contraction	2
regulation of cardiac muscle contraction	cardiac muscle cell action potential involved in contraction	2
regulation of cardiac muscle contraction	regulation of developmental growth	2
regulation of cardiac muscle contraction	regulation of actin filament-based movement	2
regulation of cardiac muscle contraction	cardiac muscle contraction	4
regulation of cardiac muscle contraction	regulation of cation transmembrane transport	2
regulation of cardiac muscle contraction	positive regulation of cell development	2
regulation of cardiac muscle contraction	T-tubule	2
regulation of cardiac muscle contraction	dendrite	2
regulation of cardiac muscle contraction	sarcolemma	2
regulation of cardiac muscle contraction	dendritic tree	2
regulation of cardiac muscle contraction	lipid binding	2
regulation of cardiac muscle contraction	phospholipid binding	2
response to BMP	cellular response to BMP stimulus	7
response to BMP	negative regulation of protein ubiquitination	2
response to BMP	regulation of blood circulation	2
response to BMP	axonogenesis	2
response to BMP	cardiac ventricle morphogenesis	2
response to BMP	regulation of ubiquitin-protein transferase activity	2
response to BMP	axon development	2
response to BMP	morphogenesis of a branching structure	3
response to BMP	artery morphogenesis	2
response to BMP	epithelial cell differentiation	3
response to BMP	pattern specification process	2
response to BMP	behavior	2
response to BMP	negative regulation of protein modification by small protein conjugation or removal	2
response to BMP	chordate embryonic development	4
response to BMP	cardiac septum morphogenesis	2
response to BMP	muscle organ development	3
response to BMP	cell surface receptor signaling pathway involved in cell-cell signaling	3
response to BMP	cardiac septum development	2
response to BMP	cell morphogenesis involved in differentiation	2
response to BMP	embryo development ending in birth or egg hatching	4
response to BMP	developmental cell growth	2
response to BMP	Wnt signaling pathway	3
response to BMP	cell-cell signaling by wnt	3
response to BMP	cardiac chamber morphogenesis	2
response to BMP	branching morphogenesis of an epithelial tube	3
response to BMP	cardiac ventricle development	2
response to BMP	regulation of pathway-restricted SMAD protein phosphorylation	3
response to BMP	cardiac chamber development	2
response to BMP	muscle structure development	3
response to BMP	positive regulation of angiogenesis	2
response to BMP	positive regulation of vasculature development	2
response to BMP	activin receptor signaling pathway	2
response to BMP	cellular response to growth factor stimulus	7
response to BMP	skeletal system development	2
response to BMP	pathway-restricted SMAD protein phosphorylation	3
response to BMP	cell fate specification	2
response to BMP	connective tissue development	3
response to BMP	regulation of BMP signaling pathway	4
response to BMP	gland development	2
response to BMP	positive regulation of protein phosphorylation	4
response to BMP	regulation of developmental growth	2
response to BMP	epithelial tube morphogenesis	3
response to BMP	regulation of protein ubiquitination	2
response to BMP	response to growth factor	7
response to BMP	positive regulation of cell development	2
response to BMP	activin binding	2
response to BMP	transforming growth factor beta receptor binding	2
response to BMP	cytokine receptor binding	2
cellular response to BMP stimulus	negative regulation of protein ubiquitination	2
cellular response to BMP stimulus	regulation of blood circulation	2
cellular response to BMP stimulus	axonogenesis	2
cellular response to BMP stimulus	cardiac ventricle morphogenesis	2
cellular response to BMP stimulus	regulation of ubiquitin-protein transferase activity	2
cellular response to BMP stimulus	axon development	2
cellular response to BMP stimulus	morphogenesis of a branching structure	3
cellular response to BMP stimulus	artery morphogenesis	2
cellular response to BMP stimulus	epithelial cell differentiation	3
cellular response to BMP stimulus	pattern specification process	2
cellular response to BMP stimulus	behavior	2
cellular response to BMP stimulus	negative regulation of protein modification by small protein conjugation or removal	2
cellular response to BMP stimulus	chordate embryonic development	4
cellular response to BMP stimulus	cardiac septum morphogenesis	2
cellular response to BMP stimulus	muscle organ development	3
cellular response to BMP stimulus	cell surface receptor signaling pathway involved in cell-cell signaling	3
cellular response to BMP stimulus	cardiac septum development	2
cellular response to BMP stimulus	cell morphogenesis involved in differentiation	2
cellular response to BMP stimulus	embryo development ending in birth or egg hatching	4
cellular response to BMP stimulus	developmental cell growth	2
cellular response to BMP stimulus	Wnt signaling pathway	3
cellular response to BMP stimulus	cell-cell signaling by wnt	3
cellular response to BMP stimulus	cardiac chamber morphogenesis	2
cellular response to BMP stimulus	branching morphogenesis of an epithelial tube	3
cellular response to BMP stimulus	cardiac ventricle development	2
cellular response to BMP stimulus	regulation of pathway-restricted SMAD protein phosphorylation	3
cellular response to BMP stimulus	cardiac chamber development	2
