A	B	nOverlap
heart morphogenesis	dorsal/ventral axis specification	2
heart morphogenesis	atrioventricular canal development	2
heart morphogenesis	neuron migration	3
heart morphogenesis	oxoacid metabolic process	2
heart morphogenesis	olfactory bulb development	2
heart morphogenesis	olfactory lobe development	2
heart morphogenesis	regulation of kidney development	2
heart morphogenesis	vasculogenesis	2
heart morphogenesis	morphogenesis of an epithelium	9
heart morphogenesis	wound healing	2
heart morphogenesis	epidermal growth factor receptor signaling pathway	2
heart morphogenesis	regulation of cell development	6
heart morphogenesis	organic acid metabolic process	2
heart morphogenesis	telencephalon cell migration	2
heart morphogenesis	specification of symmetry	6
heart morphogenesis	determination of bilateral symmetry	6
heart morphogenesis	myeloid leukocyte differentiation	3
heart morphogenesis	regulation of epithelial cell migration	2
heart morphogenesis	ventricular trabecula myocardium morphogenesis	2
heart morphogenesis	plasma membrane bounded cell projection morphogenesis	4
heart morphogenesis	negative regulation of cellular component organization	6
heart morphogenesis	respiratory system development	5
heart morphogenesis	cell projection morphogenesis	4
heart morphogenesis	regulation of endothelial cell differentiation	2
heart morphogenesis	ventricular cardiac muscle tissue morphogenesis	3
heart morphogenesis	ovarian follicle development	2
heart morphogenesis	smooth muscle cell differentiation	3
heart morphogenesis	cell surface receptor signaling pathway involved in cell-cell signaling	4
heart morphogenesis	multicellular organismal homeostasis	3
heart morphogenesis	appendage morphogenesis	6
heart morphogenesis	limb morphogenesis	6
heart morphogenesis	forebrain cell migration	2
heart morphogenesis	monocarboxylic acid metabolic process	2
heart morphogenesis	trachea development	2
heart morphogenesis	renal vesicle morphogenesis	2
heart morphogenesis	nephron tubule formation	2
heart morphogenesis	renal vesicle development	2
heart morphogenesis	somite development	3
heart morphogenesis	endothelial cell differentiation	3
heart morphogenesis	nephron epithelium development	4
heart morphogenesis	anterior/posterior pattern specification	6
heart morphogenesis	axis specification	5
heart morphogenesis	response to wounding	2
heart morphogenesis	embryo development ending in birth or egg hatching	9
heart morphogenesis	kidney epithelium development	5
heart morphogenesis	regulation of canonical Wnt signaling pathway	3
heart morphogenesis	regulation of transcription regulatory region DNA binding	2
heart morphogenesis	kidney morphogenesis	4
heart morphogenesis	epithelial tube morphogenesis	9
heart morphogenesis	positive regulation of MAP kinase activity	2
heart morphogenesis	regulation of hormone levels	2
heart morphogenesis	somitogenesis	3
heart morphogenesis	cell part morphogenesis	4
heart morphogenesis	calcium ion transport	3
heart morphogenesis	negative regulation of neuron death	2
heart morphogenesis	chordate embryonic development	9
heart morphogenesis	cellular chemical homeostasis	3
heart morphogenesis	cardiac right ventricle morphogenesis	2
heart morphogenesis	gastrulation	4
heart morphogenesis	spermatogenesis	2
heart morphogenesis	membrane raft	2
heart morphogenesis	membrane microdomain	2
heart morphogenesis	lateral plasma membrane	2
heart morphogenesis	cell cortex	2
heart morphogenesis	myofibril	2
heart morphogenesis	contractile fiber	2
heart morphogenesis	Z disc	2
heart morphogenesis	I-SMAD binding	3
heart morphogenesis	SMAD binding	4
heart morphogenesis	R-SMAD binding	3
heart morphogenesis	co-SMAD binding	2
heart morphogenesis	bHLH transcription factor binding	2
heart morphogenesis	DNA-binding transcription activator activity, RNA polymerase II-specific	4
regulation of response to biotic stimulus	cytokine-mediated signaling pathway	7
regulation of response to biotic stimulus	cellular response to tumor necrosis factor	2
regulation of response to biotic stimulus	negative regulation of T cell differentiation	2
regulation of response to biotic stimulus	negative regulation of cell killing	3
regulation of response to biotic stimulus	regulation of cytokine-mediated signaling pathway	4
regulation of response to biotic stimulus	negative regulation of response to wounding	2
regulation of response to biotic stimulus	regulation of protein binding	2
regulation of response to biotic stimulus	regulation of I-kappaB kinase/NF-kappaB signaling	3
regulation of response to biotic stimulus	response to insulin	2
regulation of response to biotic stimulus	regulation of response to tumor cell	2
regulation of response to biotic stimulus	JNK cascade	3
regulation of response to biotic stimulus	regulated exocytosis	2
regulation of response to biotic stimulus	negative regulation of lymphocyte mediated immunity	4
regulation of response to biotic stimulus	response to peptide	4
regulation of response to biotic stimulus	innate immune response activating cell surface receptor signaling pathway	3
