ID,NAME,EQUATION,GENE ASSOCIATION,SUBSYSTEM
MAR07460,NA,"H2O[l] + keratan sulfate II (core 2-linked), degradation product 4[l] => keratan sulfate II (core 2-linked), degradation product 5[l] + N-acetylglucosamine[l]",ENSG00000049860 or ENSG00000169660 or ENSG00000213614,Keratan sulfate degradation
MAR07461,NA,"H2O[l] + keratan sulfate II (core 2-linked), degradation product 5[l] => galactose[l] + keratan sulfate II (core 2-linked), degradation product 6[l]",ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386,Keratan sulfate degradation
MAR07462,NA,"2 H2O[l] + keratan sulfate II (core 2-linked), degradation product 6[l] => H+[l] + keratan sulfate II (core 2-linked), degradation product 8[l] + N-acetylglucosamine[l] + sulfate[l]",ENSG00000049860 or ENSG00000169660 or ENSG00000213614,Keratan sulfate degradation
MAR07463,NA,"H2O[l] + keratan sulfate II (core 2-linked), degradation product 6[l] => H+[l] + keratan sulfate II (core 2-linked), degradation product 7[l] + sulfate[l]",ENSG00000135677,Keratan sulfate degradation
MAR07464,NA,"H2O[l] + keratan sulfate II (core 2-linked), degradation product 7[l] => keratan sulfate II (core 2-linked), degradation product 8[l] + N-acetylglucosamine[l]",ENSG00000049860 or ENSG00000169660 or ENSG00000213614,Keratan sulfate degradation
MAR07465,NA,"H2O[l] + keratan sulfate II (core 2-linked), degradation product 8[l] => galactose[l] + keratan sulfate II (core 2-linked), degradation product 9[l]",ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386,Keratan sulfate degradation
MAR07466,NA,"H2O[l] + keratan sulfate II (core 2-linked), degradation product 9[l] => F1alpha[l] + N-acetylglucosamine[l]",ENSG00000049860 or ENSG00000169660 or ENSG00000213614,Keratan sulfate degradation
MAR07467,NA,F1alpha[l] + H2O[l] => core 6[l] + galactose[l],ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386,Keratan sulfate degradation
MAR07468,NA,core 6[l] + H2O[l] => N-acetylglucosamine[l] + Tn-antigen[l],NA,Keratan sulfate degradation
MAR07469,NA,H+[l] + Tn-antigen[l] + UDP[l] => [protein]-L-serine[l] + UDP-N-acetyl-D-galactosamine[l],ENSG00000198951,Keratan sulfate degradation
MAR07484,NA,"H2O[l] + keratan sulfate II (core 4-linked)[l] => keratan sulfate II (core 4-linked), degradation product 1[l] + N-acetylneuraminate[l]",ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386,Keratan sulfate degradation
MAR07485,NA,"H2O[l] + keratan sulfate II (core 4-linked), degradation product 1[l] => H+[l] + keratan sulfate II (core 4-linked), degradation product 2[l] + sulfate[l]",ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386,Keratan sulfate degradation
MAR07486,NA,"2 H2O[l] + keratan sulfate II (core 4-linked), degradation product 2[l] => 2 galactose[l] + keratan sulfate II (core 4-linked), degradation product 3[l]",ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386,Keratan sulfate degradation
MAR07487,NA,"H2O[l] + keratan sulfate II (core 4-linked), degradation product 3[l] => H+[l] + keratan sulfate II (core 4-linked), degradation product 4[l] + sulfate[l]",ENSG00000135677,Keratan sulfate degradation
MAR07488,NA,"3 H2O[l] + keratan sulfate II (core 4-linked), degradation product 3[l] => H+[l] + keratan sulfate II (core 2-linked), degradation product 5[l] + 2 N-acetylglucosamine[l] + sulfate[l]",ENSG00000049860 or ENSG00000169660 or ENSG00000213614,Keratan sulfate degradation
MAR07489,NA,"2 H2O[l] + keratan sulfate II (core 4-linked), degradation product 4[l] => keratan sulfate II (core 2-linked), degradation product 5[l] + 2 N-acetylglucosamine[l]",ENSG00000049860 or ENSG00000169660 or ENSG00000213614,Keratan sulfate degradation
MAR08643,NA,cocaine[c] + H2O[c] => benzoate[c] + ecgonine-methyl ester[c] + H+[c],ENSG00000159398 or ENSG00000172828 or ENSG00000172831 or ENSG00000198848,Isolated
MAR08645,NA,cocaine[r] + H2O[r] => benzoate[r] + ecgonine-methyl ester[r] + H+[r],ENSG00000172831,Isolated
MAR08648,NA,ecgonine-methyl ester[r] + H2O[r] => ecgonine[r] + H+[r] + methanol[r],ENSG00000114771,Isolated
MAR01581,NA,cholesterol[r] + H+[r] + NADPH[r] + O2[r] => 7alpha-hydroxycholesterol[r] + H2O[r] + NADP+[r],ENSG00000167910,Bile acid biosynthesis
MAR01584,NA,7alpha-hydroxycholesterol[r] + NAD+[r] => 7alpha-hydroxycholest-4-en-3-one[r] + H+[r] + NADH[r],ENSG00000099377,Bile acid biosynthesis
MAR01585,NA,7alpha-hydroxycholesterol[r] + NADP+[r] => 7alpha-hydroxycholest-4-en-3-one[r] + H+[r] + NADPH[r],ENSG00000099377,Bile acid biosynthesis
MAR01589,NA,"7alpha-hydroxycholest-4-en-3-one[r] + H+[r] + NADPH[r] + O2[r] => 7alpha,12alpha-dihydroxycholest-4-en-3-one[r] + H2O[r] + NADP+[r]",ENSG00000180432,Bile acid biosynthesis
MAR01590,NA,"7alpha-hydroxycholest-4-en-3-one[r] + H+[r] + NADH[r] + O2[r] => 7alpha,12alpha-dihydroxycholest-4-en-3-one[r] + H2O[r] + NAD+[r]",ENSG00000180432,Bile acid biosynthesis
MAR01592,NA,"7alpha,12alpha-dihydroxycholest-4-en-3-one[r] + ATP[r] + H2O[r] => 7alpha,12alpha-dihydroxycholest-4-en-3-one[c] + ADP[r] + H+[r] + Pi[r]",NA,Transport reactions
MAR01593,NA,"7alpha,12alpha-dihydroxycholest-4-en-3-one[c] <=> 7alpha,12alpha-dihydroxycholest-4-en-3-one[r]",NA,Transport reactions
MAR01595,NA,"7alpha,12alpha-dihydroxycholest-4-en-3-one[c] + H+[c] + NADPH[c] => 7alpha,12alpha-dihydroxy-5beta-cholestan-3-one[c] + NADP+[c]",ENSG00000122787,Bile acid biosynthesis
MAR01598,NA,"7alpha,12alpha-dihydroxy-5beta-cholestan-3-one[c] + H+[c] + NADH[c] => 5beta-cholestan-3alpha,7alpha,12alpha-triol[c] + NAD+[c]",ENSG00000198610,Bile acid biosynthesis
MAR01599,NA,"7alpha,12alpha-dihydroxy-5beta-cholestan-3-one[c] + H+[c] + NADPH[c] => 5beta-cholestan-3alpha,7alpha,12alpha-triol[c] + NADP+[c]",ENSG00000151632 or ENSG00000187134 or ENSG00000196139 or ENSG00000198610,Bile acid biosynthesis
MAR01604,NA,"5beta-cholestan-3alpha,7alpha,12alpha-triol[c] + H+[c] + NADPH[c] + O2[c] => 5beta-cholestane-3alpha,7alpha,12alpha,26-tetrol[c] + H2O[c] + NADP+[c]",ENSG00000135929,Bile acid biosynthesis
MAR01605,NA,"5beta-cholestan-3alpha,7alpha,12alpha-triol[m] + H+[m] + NADPH[m] + O2[m] => 5beta-cholestane-3alpha,7alpha,12alpha,26-tetrol[m] + H2O[m] + NADP+[m]",ENSG00000135929,Bile acid biosynthesis
MAR01608,NA,"5beta-cholestane-3alpha,7alpha,12alpha,26-tetrol[c] + NAD+[c] => 3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al[c] + H+[c] + NADH[c]",ENSG00000135929,Bile acid biosynthesis
MAR01609,NA,"5beta-cholestane-3alpha,7alpha,12alpha,26-tetrol[m] + NAD+[m] => 3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al[m] + H+[m] + NADH[m]",ENSG00000135929,Bile acid biosynthesis
MAR01610,NA,"5beta-cholestane-3alpha,7alpha,12alpha,26-tetrol[m] + NADP+[m] => 3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al[m] + H+[m] + NADPH[m]",ENSG00000135929,Bile acid biosynthesis
MAR01611,NA,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al[c] + H2O[c] + NAD+[c] => 3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate[c] + 2 H+[c] + NADH[c]",ENSG00000135929,Bile acid biosynthesis
MAR01613,NA,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al[m] + NADH[m] + O2[m] => 3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate[m] + H2O[m] + NAD+[m]",ENSG00000135929,Bile acid biosynthesis
MAR01614,NA,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al[m] + NADPH[m] + O2[m] => 3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate[m] + H2O[m] + NADP+[m]",ENSG00000135929,Bile acid biosynthesis
MAR01619,NA,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate[c] <=> 3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate[r]",ENSG00000083807 or ENSG00000140284,Transport reactions
MAR01620,NA,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate[c] <=> 3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate[m]",ENSG00000083807 or ENSG00000140284,Transport reactions
MAR01622,NA,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate[c] + ATP[c] + H2O[c] => 3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate[x] + ADP[c] + H+[c] + Pi[c]",ENSG00000117528,Transport reactions
MAR01623,NA,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate[c] <=> 3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate[x]",NA,Transport reactions
MAR01624,NA,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate[r] + ATP[r] + CoA[r] => 25(R)THCA-CoA[r] + AMP[r] + PPi[r]",ENSG00000083807 or ENSG00000140284,Bile acid biosynthesis
MAR01625,NA,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate[x] + ATP[x] + CoA[x] => 25(R)THCA-CoA[x] + AMP[x] + PPi[x]",ENSG00000083807 or ENSG00000140284,Bile acid biosynthesis
MAR01627,NA,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate[c] + ATP[c] + CoA[c] => 25(R)THCA-CoA[c] + AMP[c] + PPi[c]",ENSG00000083807 or ENSG00000140284,Bile acid biosynthesis
MAR01629,NA,25(R)THCA-CoA[c] <=> 25(R)THCA-CoA[x],ENSG00000180432,Transport reactions
MAR01630,NA,25(R)THCA-CoA[c] <=> 25(R)THCA-CoA[m],ENSG00000180432,Transport reactions
MAR01631,NA,25(R)THCA-CoA[c] <=> 25(R)THCA-CoA[r],ENSG00000180432,Transport reactions
MAR01632,NA,25(R)THCA-CoA[x] => 25(S)THCA-CoA[x],ENSG00000242110,Bile acid biosynthesis
MAR01635,NA,25(R)THCA-CoA[m] => 25(S)THCA-CoA[m],ENSG00000242110,Bile acid biosynthesis
MAR01637,NA,"25(S)THCA-CoA[m] + O2[m] => 3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA[m] + H2O2[m]",ENSG00000087008 or ENSG00000161533,Bile acid biosynthesis
MAR01638,NA,"25(S)THCA-CoA[x] + FADH2[x] + O2[x] => 3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA[x] + FAD[x] + 2 H2O[x]",ENSG00000087008 or ENSG00000161533,Bile acid biosynthesis
MAR01639,NA,"25(S)THCA-CoA[x] + O2[x] => 3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA[x] + H2O2[x]",ENSG00000087008 or ENSG00000161533,Bile acid biosynthesis
MAR01642,NA,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA[x] + H2O[x] => (24R,25R)3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl-CoA[x]",ENSG00000060971 and ENSG00000113790 and ENSG00000133835,Bile acid biosynthesis
MAR01646,NA,"(24R,25R)3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl-CoA[x] + NAD+[x] => 3alpha,7alpha,12alpha-trihydroxy-5beta-24-oxocholestanoyl-CoA[x] + H+[x] + NADH[x]",ENSG00000060971 and ENSG00000113790 and ENSG00000133835,Bile acid biosynthesis
MAR01652,NA,"3alpha,7alpha,12alpha-trihydroxy-5beta-24-oxocholestanoyl-CoA[x] + CoA[x] => choloyl-CoA[x] + propanoyl-CoA[x]",ENSG00000060971 or ENSG00000116171 or ENSG00000167306,Bile acid biosynthesis
MAR01653,NA,"3alpha,7alpha,12alpha-trihydroxy-5beta-24-oxocholestanoyl-CoA[m] + CoA[m] => choloyl-CoA[m] + propanoyl-CoA[m]",ENSG00000060971 or ENSG00000116171 or ENSG00000167306,Bile acid biosynthesis
MAR01656,NA,choloyl-CoA[c] <=> choloyl-CoA[x],NA,Transport reactions
MAR01659,NA,ATP[c] + choloyl-CoA[c] + H2O[c] => ADP[c] + choloyl-CoA[x] + H+[c] + Pi[c],ENSG00000067829 or ENSG00000067840 or ENSG00000101986 or ENSG00000130821 or ENSG00000130822 or ENSG00000130829 or ENSG00000180879 or ENSG00000184343 or ENSG00000185825 or ENSG00000198753 or ENSG00000198910,Bile acid biosynthesis
MAR01660,NA,choloyl-CoA[c] + H2O[c] => cholate[c] + CoA[c] + H+[c],ENSG00000101473,Bile acid biosynthesis
MAR01662,NA,choloyl-CoA[m] + H2O[m] => cholate[m] + CoA[m] + H+[m],ENSG00000101473,Bile acid biosynthesis
MAR01663,NA,choloyl-CoA[x] + H2O[x] => cholate[x] + CoA[x] + H+[x],ENSG00000101473,Bile acid biosynthesis
MAR01665,NA,cholate[x] => cholate[c],ENSG00000083807 or ENSG00000140284,Transport reactions
MAR01666,NA,cholate[m] => cholate[c],ENSG00000083807 or ENSG00000140284,Transport reactions
MAR01667,NA,choloyl-CoA[x] + taurine[x] => CoA[x] + taurocholate[x],ENSG00000136881,Bile acid biosynthesis
MAR01668,NA,choloyl-CoA[c] + taurine[c] => CoA[c] + taurocholate[c],ENSG00000136881,Bile acid biosynthesis
MAR01670,NA,choloyl-CoA[c] + glycine[c] => CoA[c] + glycocholate[c],ENSG00000136881,Bile acid biosynthesis
MAR01673,NA,7alpha-hydroxycholest-4-en-3-one[c] + H+[c] + NADPH[c] => 7alpha-hydroxy-5beta-cholestan-3-one[c] + NADP+[c],ENSG00000122787,Bile acid biosynthesis
MAR01676,NA,"7alpha-hydroxy-5beta-cholestan-3-one[c] + H+[c] + NADPH[c] => 5beta-cholestane-3alpha,7alpha-diol[c] + NADP+[c]",ENSG00000151632 or ENSG00000187134 or ENSG00000196139 or ENSG00000198610,Bile acid biosynthesis
MAR01678,NA,"7alpha-hydroxy-5beta-cholestan-3-one[c] + H+[c] + NADH[c] => 5beta-cholestane-3alpha,7alpha-diol[c] + NAD+[c]",ENSG00000198610,Bile acid biosynthesis
MAR01679,NA,"5beta-cholestane-3alpha,7alpha-diol[c] <=> 5beta-cholestane-3alpha,7alpha-diol[m]",NA,Transport reactions
MAR01681,NA,"5beta-cholestane-3alpha,7alpha-diol[c] + H+[c] + NADPH[c] + O2[c] => 5beta-cholestane-3alpha,7alpha,26-triol[c] + H2O[c] + NADP+[c]",ENSG00000135929,Bile acid biosynthesis
MAR01682,NA,"5beta-cholestane-3alpha,7alpha-diol[m] + H+[m] + NADPH[m] + O2[m] => 5beta-cholestane-3alpha,7alpha,26-triol[m] + H2O[m] + NADP+[m]",ENSG00000135929,Bile acid biosynthesis
MAR01684,NA,"3alpha,7alpha-dihydroxy-5beta-cholestan-26-al[c] + H+[c] + NADH[c] <=> 5beta-cholestane-3alpha,7alpha,26-triol[c] + NAD+[c]",ENSG00000147576 or ENSG00000172955 or ENSG00000187758 or ENSG00000196344 or ENSG00000196616 or ENSG00000197894 or ENSG00000198099 or ENSG00000248144,Bile acid biosynthesis
MAR01685,NA,"5beta-cholestane-3alpha,7alpha,26-triol[m] + NADP+[m] => 3alpha,7alpha-dihydroxy-5beta-cholestan-26-al[m] + H+[m] + NADPH[m]",ENSG00000135929,Bile acid biosynthesis
MAR01687,NA,"5beta-cholestane-3alpha,7alpha-diol[m] + H+[m] + NADPH[m] + O2[m] => 5beta-cholestane-3alpha,7alpha,27-triol[m] + H2O[m] + NADP+[m]",ENSG00000135929,Bile acid biosynthesis
MAR01689,NA,"5beta-cholestane-3alpha,7alpha,27-triol[m] + NAD+[m] => 3alpha,7alpha-dihydroxy-5beta-cholestan-27-al[m] + H+[m] + NADH[m]",ENSG00000135929,Bile acid biosynthesis
MAR01691,NA,"3alpha,7alpha-dihydroxy-5beta-cholestan-27-al[m] + H2O[m] + NADP+[m] => 3alpha,7alpha-dihydroxy-5beta-cholestanate[m] + 2 H+[m] + NADPH[m]",ENSG00000135929,Bile acid biosynthesis
MAR01692,NA,"3alpha,7alpha-dihydroxy-5beta-cholestan-26-al[c] + H2O[c] + NAD+[c] <=> 3alpha,7alpha-dihydroxy-5beta-cholestanate[c] + 2 H+[c] + NADH[c]",ENSG00000072210 or ENSG00000111275 or ENSG00000137124 or ENSG00000143149 or ENSG00000164904,Bile acid biosynthesis
MAR01693,NA,"3alpha,7alpha-dihydroxy-5beta-cholestan-26-al[m] + NADPH[m] + O2[m] => 3alpha,7alpha-dihydroxy-5beta-cholestanate[m] + H2O[m] + NADP+[m]",ENSG00000135929,Bile acid biosynthesis
MAR01694,NA,"3alpha,7alpha-dihydroxy-5beta-cholestanate[c] <=> 3alpha,7alpha-dihydroxy-5beta-cholestanate[m]",ENSG00000060971 or ENSG00000138029 or ENSG00000167306 or ENSG00000167315,Transport reactions
MAR01695,NA,"3alpha,7alpha-dihydroxy-5beta-cholestanate[c] <=> 3alpha,7alpha-dihydroxy-5beta-cholestanate[r]",NA,Transport reactions
MAR01696,NA,"3alpha,7alpha-dihydroxy-5beta-cholestanate[c] + ATP[c] + H2O[c] => 3alpha,7alpha-dihydroxy-5beta-cholestanate[x] + ADP[c] + H+[c] + Pi[c]",ENSG00000117528,Transport reactions
MAR01697,NA,"3alpha,7alpha-dihydroxy-5beta-cholestanate[c] + ATP[c] + CoA[c] => 25(R)DHCA-CoA[c] + AMP[c] + PPi[c]",ENSG00000083807 or ENSG00000140284,Bile acid biosynthesis
MAR01699,NA,"3alpha,7alpha-dihydroxy-5beta-cholestanate[r] + ATP[r] + CoA[r] => 25(R)DHCA-CoA[r] + AMP[r] + PPi[r]",ENSG00000083807 or ENSG00000140284,Bile acid biosynthesis
MAR01700,NA,"3alpha,7alpha-dihydroxy-5beta-cholestanate[x] + ATP[x] + CoA[x] => 25(R)DHCA-CoA[x] + AMP[x] + PPi[x]",ENSG00000083807 or ENSG00000140284,Bile acid biosynthesis
MAR01701,NA,25(R)DHCA-CoA[c] <=> 25(R)DHCA-CoA[x],NA,Transport reactions
MAR01702,NA,25(R)DHCA-CoA[r] + 2 ATP[r] + 2 H2O[r] => 25(R)DHCA-CoA[x] + 2 ADP[r] + 2 H+[r] + 2 Pi[r],NA,Transport reactions
MAR01703,NA,25(R)DHCA-CoA[x] <=> 25(S)DHCA-CoA[x],ENSG00000242110,Bile acid biosynthesis
MAR01704,NA,"25(S)DHCA-CoA[x] + O2[x] => 3alpha,7alpha-dihydroxy-5beta-cholest-24-enoyl-CoA[x] + H2O2[x]",ENSG00000168306,Bile acid biosynthesis
MAR01706,NA,"3alpha,7alpha-dihydroxy-5beta-cholest-24-enoyl-CoA[x] + H2O[x] => (24R,25R)3alpha,7alpha,24-trihydroxy-5beta-cholestanoyl-CoA[x]",ENSG00000060971 and ENSG00000113790 and ENSG00000133835,Bile acid biosynthesis
MAR01708,NA,"(24R,25R)3alpha,7alpha,24-trihydroxy-5beta-cholestanoyl-CoA[x] + NAD+[x] => 3alpha,7alpha-dihydroxy-24-oxo-5beta-cholestanoyl coa[x] + H+[x] + NADH[x]",ENSG00000060971 and ENSG00000113790 and ENSG00000133835,Bile acid biosynthesis
MAR01710,NA,"3alpha,7alpha-dihydroxy-24-oxo-5beta-cholestanoyl coa[x] + CoA[x] => chenodeoxycholoyl-CoA[x] + propanoyl-CoA[x]",ENSG00000060971 or ENSG00000116171 or ENSG00000167306,Bile acid biosynthesis
MAR01716,NA,chenodeoxycholoyl-CoA[x] + H2O[x] => chenodiol[x] + CoA[x] + H+[x],ENSG00000097021 or ENSG00000119673 or ENSG00000136881 or ENSG00000177465 or ENSG00000184227 or ENSG00000205669,Bile acid biosynthesis
MAR01717,NA,chenodeoxycholoyl-CoA[c] <=> chenodeoxycholoyl-CoA[x],NA,Transport reactions
MAR01718,NA,chenodeoxycholoyl-CoA[c] + H2O[c] => chenodiol[c] + CoA[c] + H+[c],ENSG00000097021 or ENSG00000119673 or ENSG00000136881 or ENSG00000177465 or ENSG00000184227 or ENSG00000205669,Bile acid biosynthesis
MAR01720,NA,chenodeoxycholoyl-CoA[x] + taurine[x] => CoA[x] + taurochenodeoxycholate[x],ENSG00000136881,Bile acid biosynthesis
MAR01722,NA,chenodeoxycholoyl-CoA[c] + glycine[c] => CoA[c] + glycochenodeoxycholate[c],ENSG00000136881,Bile acid biosynthesis
MAR01723,NA,chenodeoxycholoyl-CoA[c] + taurine[c] => CoA[c] + taurochenodeoxycholate[c],ENSG00000136881,Bile acid biosynthesis
MAR01725,NA,chenodeoxycholoyl-CoA[c] <=> chenodeoxycholoyl-CoA[r],NA,Transport reactions
MAR01726,NA,AMP[c] + chenodeoxycholoyl-CoA[c] + PPi[c] <=> ATP[c] + chenodiol[c] + CoA[c],ENSG00000083807 or ENSG00000140284,Bile acid biosynthesis
MAR01727,NA,AMP[r] + chenodeoxycholoyl-CoA[r] + PPi[r] <=> ATP[r] + chenodiol[r] + CoA[r],ENSG00000083807 or ENSG00000140284,Bile acid biosynthesis
MAR01729,NA,chenodiol[c] + PAPS[c] => H+[c] + PAP[c] + sulfochenodeoxycholate[c],ENSG00000105398,Bile acid biosynthesis
MAR01730,NA,H2O[c] + sulfochenodeoxycholate[c] => chenodiol[c] + H+[c] + sulfate[c],ENSG00000101846,Bile acid biosynthesis
MAR01735,NA,cholesterol[c] + H+[c] + NADPH[c] + O2[c] => 24-hydroxycholesterol[c] + H2O[c] + NADP+[c],ENSG00000036530,Bile acid biosynthesis
MAR01737,NA,"24-hydroxycholesterol[c] + H+[c] + NADPH[c] + O2[c] => cholest-5-ene-3beta,7alpha,24(S)-triol[c] + H2O[c] + NADP+[c]",ENSG00000146233,Bile acid biosynthesis
