""	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"IDH1_AVG"	"IDH2_AVG"	"deltaBeta"	"CHR"	"MAPINFO"	"Strand"	"Type"	"gene"	"feature"	"cgi"	"feat.cgi"	"UCSC_Islands_Name"	"SNP_ID"	"SNP_DISTANCE"
"cg01241241"	0.109323956655429	0.828852918073987	3.67140599226658	0.000545924520205012	0.446294465523953	-0.848193206430548	0.760525445164344	0.869849401819773	0.109323956655429	"15"	33202135	"F"	"II"	"FMN1"	"Body"	"opensea"	"Body-opensea"	""	"rs575097704;rs116857312"	"30;44"
"cg23344692"	0.0656399913431407	0.717206000478549	3.671021518077	0.000546583796934478	0.446294465523953	-0.849334315658709	0.676181005889086	0.741820997232227	0.0656399913431409	"14"	102775248	"F"	"I"	""	"IGR"	"shelf"	"IGR-shelf"	"chr14:102771116-102771718"	"rs115099969;rs114137467;rs549116756"	"0;1;17"
"cg05153029"	0.0585125952407118	0.907033083328956	3.67085302978502	0.000546872952065812	0.446294465523953	-0.849834361764187	0.870462711303511	0.928975306544223	0.0585125952407117	"20"	19769815	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs536094051;rs144852868"	"0;1"
"cg05207134"	0.0562462923609433	0.924539979149299	3.67000465022009	0.000548331143799342	0.44698168145537	-0.85235200549401	0.88938604642371	0.945632338784653	0.0562462923609436	"5"	134125766	"R"	"II"	"DDX46"	"Body"	"opensea"	"Body-opensea"	""	"rs570919047;rs375386560"	"51;34"
"cg16573957"	0.0300014655402164	0.900733094342673	3.66921990917377	0.000549683265268965	0.447445742354207	-0.854680483871297	0.881982178380038	0.911983643920255	0.0300014655402169	"8"	21970273	"F"	"II"	""	"IGR"	"shelf"	"IGR-shelf"	"chr8:21966485-21967329"	"rs559741179;rs145120093"	"0;15"
"cg14443399"	0.0225892309150159	0.950627292657765	3.66895877486539	0.000550133910839233	0.447445742354207	-0.855455253283807	0.93650902333588	0.959098254250896	0.022589230915016	"3"	122334476	"F"	"II"	"PARP15"	"5'UTR"	"opensea"	"5'UTR-opensea"	""	"rs542708140;rs199621036"	"0;48"
"cg02254698"	0.0523641794274019	0.821649581579141	3.66799100029231	0.000551807106363989	0.447957716885127	-0.858326290933112	0.788921969437015	0.841286148864417	0.0523641794274021	"7"	87508528	"F"	"II"	"DBF4"	"Body"	"shelf"	"Body-shelf"	"chr7:87505100-87506493"	"rs189196626"	"34"
"cg09493818"	0.072244656117292	0.865794323043166	3.66724676203346	0.000553097138180861	0.447957716885127	-0.860533866391188	0.820641412969858	0.892886069087151	0.0722446561172921	"21"	47917455	"F"	"II"	"DIP2A"	"Body"	"shore"	"Body-shore"	"chr21:47918497-47918728"	"rs535614517"	"1"
"cg09494914"	0.0454000351286338	0.921596732876546	3.66707518378438	0.000553394953823232	0.447957716885127	-0.861042767143455	0.893221710921149	0.938621746049783	0.045400035128634	"2"	236197706	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs151016296;rs10929122;rs562170804"	"49;36;8"
"cg15159247"	-0.154193646910818	0.216333470021032	-3.66591102745073	0.000555419684792822	0.447957716885127	-0.864495273201765	0.312704499340293	0.158510852429476	-0.154193646910818	"19"	2082122	"F"	"II"	"MOBKL2A"	"5'UTR"	"shelf"	"5'UTR-shelf"	"chr19:2078162-2078511"	"rs560263290"	"35"
"cg27412680"	-0.0125501002251731	0.0582186815471548	-3.66587930401094	0.000555474958093217	0.447957716885127	-0.864589345267942	0.066062494187888	0.0535123939627149	-0.0125501002251731	"6"	73332963	"R"	"II"	"KCNQ5"	"Body"	"island"	"Body-island"	"chr6:73330942-73333109"	""	""
"cg00554106"	0.0361377846761806	0.930430484960996	3.66526271531365	0.000556550316397302	0.447957716885127	-0.866417667735726	0.907844369538383	0.943982154214564	0.0361377846761811	"3"	47177063	"F"	"II"	"SETD2"	"Body"	"opensea"	"Body-opensea"	""	"rs549201451"	"0"
"cg04574083"	0.0591720057516667	0.880190068670929	3.66497563496095	0.000557051676609871	0.447957716885127	-0.867268861434981	0.843207565076137	0.902379570827804	0.0591720057516669	"5"	6765204	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	""	""
"cg06670786"	0.0353183281124985	0.932833749948833	3.66483728901598	0.000557293439701278	0.447957716885127	-0.867679043012091	0.910759794878521	0.94607812299102	0.0353183281124987	"1"	224701971	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs60544953;rs569243582"	"17;36"
"cg16852369"	-0.038042655212473	0.0791927976076422	-3.66450623328075	0.000557872375649868	0.447957716885127	-0.868660551466834	0.102969457115438	0.0649268019029648	-0.038042655212473	"8"	1843398	"R"	"II"	"ARHGEF10"	"Body"	"opensea"	"Body-opensea"	""	"rs4592088;rs549862919;rs148442714;rs113770332"	"33;17;9;3"
"cg04551395"	0.0842742194494641	0.771672298608905	3.66446418820557	0.000557945943419557	0.447957716885127	-0.868785202165634	0.71900091145299	0.803275130902455	0.0842742194494644	"4"	151932911	"R"	"II"	"LRBA"	"Body"	"shelf"	"Body-shelf"	"chr4:151936653-151937519"	"rs79202368"	"51"
"cg18301598"	-0.188437713326864	0.549773361342081	-3.66441098510113	0.000558039048093458	0.447957716885127	-0.868942931747344	0.667546932171372	0.479109218844508	-0.188437713326864	"11"	126608944	"F"	"II"	"KIRREL3"	"Body"	"opensea"	"Body-opensea"	""	"rs550786058"	"0"
"cg26636398"	0.0650298489617804	0.87968450505422	3.66355883302617	0.00055953232902855	0.447957716885127	-0.871469091974348	0.839040849453107	0.904070698414888	0.065029848961781	"5"	31682503	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs558411193;rs187429782;rs540935432"	"46;45;20"
"cg12570246"	0.0213132575485061	0.955435302955351	3.66344688855895	0.00055972878034858	0.447957716885127	-0.871800919128415	0.942114516987535	0.963427774536041	0.021313257548506	"7"	36959356	"F"	"II"	"MIR1200"	"TSS1500"	"opensea"	"TSS1500-opensea"	""	"rs187047552"	"0"
"cg11182883"	0.0555874285777906	0.88767091027496	3.66331584254133	0.000559958836802945	0.447957716885127	-0.872189359552444	0.852928767413841	0.908516195991632	0.0555874285777906	"16"	57475544	"F"	"II"	"CIAPIN1"	"5'UTR"	"opensea"	"5'UTR-opensea"	""	"rs543262353"	"1"
"cg01642901"	0.069211280792239	0.863757179157374	3.66298447727583	0.000560540965196063	0.447957716885127	-0.87317153940888	0.820500128662224	0.889711409454463	0.069211280792239	"4"	170190012	"F"	"II"	"SH3RF1"	"Body"	"shore"	"Body-shore"	"chr4:170191357-170192844"	"rs537400736"	"21"
"cg03513979"	0.0465120645729267	0.931492726939067	3.6627122535265	0.000561019629382523	0.447957716885127	-0.873978381308953	0.902422686580988	0.948934751153915	0.0465120645729267	"2"	84660507	"F"	"II"	"SUCLG1"	"Body"	"opensea"	"Body-opensea"	""	"rs202087262;rs35594530;rs570210229"	"0;2;16"
"cg22658419"	0.0611931150075723	0.880766281706154	3.66257563801869	0.000561259994360544	0.447957716885127	-0.874383281325776	0.842520584826421	0.903713699833994	0.0611931150075724	"3"	179690942	"F"	"II"	"PEX5L"	"5'UTR"	"opensea"	"5'UTR-opensea"	""	""	""
"cg06939920"	-0.0312353458018232	0.869061220304029	-3.66219330477637	0.000561933205421353	0.448002174285699	-0.875516389234126	0.888583311430168	0.857347965628345	-0.031235345801823	"20"	57594089	"R"	"II"	"TUBB1"	"TSS1500"	"opensea"	"TSS1500-opensea"	""	"rs572762420"	"8"
"cg05920928"	0.022705348972932	0.950391783769609	3.66141988047672	0.000563297410681953	0.44859682563375	-0.877808341807802	0.936200940661526	0.958906289634459	0.0227053489729324	"2"	64813233	"F"	"II"	"AFTPH"	"Body"	"opensea"	"Body-opensea"	""	"rs541370364"	"28"
"cg18814052"	0.0210030602957729	0.960520930198248	3.66094637257352	0.000564134170911412	0.448726020721188	-0.879211382831135	0.94739401751339	0.968397077809163	0.0210030602957731	"5"	122736095	"R"	"II"	"CEP120"	"Body"	"shore"	"Body-shore"	"chr5:122736626-122736987"	"rs547656996;rs561755764"	"6;1"
"cg22156925"	0.0363145565490844	0.938792861572278	3.65994706529985	0.000565904002291674	0.448726020721188	-0.88217204868253	0.9160962637291	0.952410820278185	0.0363145565490849	"7"	92941693	"F"	"II"	"CCDC132"	"Body"	"opensea"	"Body-opensea"	""	"rs118137618"	"23"
"cg15134409"	0.0150850910524616	0.917723526615017	3.65982330990715	0.000566123549516913	0.448726020721188	-0.882538667042973	0.908295344707228	0.92338043575969	0.0150850910524618	"6"	13511629	"F"	"I"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs529945761;rs543589973;rs563305966;rs532460269"	"6;15;39;51"
"cg11683966"	0.0552863237392908	0.654928964732697	3.65958306616196	0.000566549984543428	0.448726020721188	-0.883250354174834	0.62037501239564	0.675661336134931	0.0552863237392911	"1"	53905709	"R"	"II"	"FLJ40434"	"TSS200"	"shore"	"TSS200-shore"	"chr1:53904140-53905247"	"rs542466132"	"35"
"cg00486604"	0.02340534054204	0.959363380264078	3.65958183366518	0.000566552173029333	0.448726020721188	-0.883254005194346	0.944735042425303	0.968140382967343	0.02340534054204	"3"	43739515	"F"	"II"	"ABHD5"	"Body"	"opensea"	"Body-opensea"	""	"rs181363262;rs370121809;rs552938280"	"0;37;41"
"cg05334062"	0.0305044730947639	0.906241918441775	3.65864123549789	0.000568224708304716	0.449559932006939	-0.88604011804834	0.887176622757547	0.917681095852311	0.0305044730947642	"3"	142192256	"F"	"II"	"ATR"	"Body"	"opensea"	"Body-opensea"	""	"rs113526953;rs369473182;rs575402678"	"0;29;47"
"cg25726699"	0.0873955251562815	0.863616228871745	3.6578128398982	0.000569701639494357	0.449920330104639	-0.888493520959783	0.808994025649069	0.89638955080535	0.0873955251562815	"6"	135826776	"F"	"II"	"C6orf217"	"Body"	"opensea"	"Body-opensea"	""	"rs183063360;rs114780115;rs565428035;rs528207235;rs551265831;rs571443383;rs536915288"	"1;14;26;34;37;42;45"
"cg17460285"	0.0404506991828673	0.297736683195254	3.65769023448452	0.000569920542090566	0.449920330104639	-0.888856604532071	0.272454996205962	0.31290569538883	0.0404506991828673	"17"	40985453	"R"	"I"	"PSME3"	"5'UTR"	"island"	"5'UTR-island"	"chr17:40985007-40985922"	"rs558948289"	"42"
"cg19720598"	-0.15921564674984	0.41407550263548	-3.6563636467518	0.000572294213055893	0.450549129434159	-0.892784689593317	0.51358528185413	0.354369635104289	-0.15921564674984	"10"	84649719	"F"	"II"	"NRG3"	"Body"	"opensea"	"Body-opensea"	""	""	""
"cg16584327"	0.0411530878408887	0.870050456056967	3.65632735169386	0.000572359288704468	0.450549129434159	-0.892892148752787	0.844329776156411	0.8854828639973	0.041153087840889	"7"	133979952	"F"	"II"	"SLC35B4"	"Body"	"opensea"	"Body-opensea"	""	"rs573029662;rs534788593;rs554484190;rs574636591"	"25;31;36;39"
"cg11317473"	0.0493055774741262	0.869106850190799	3.65620422094351	0.000572580110156313	0.450549129434159	-0.893256698450503	0.83829086426947	0.887596441743596	0.0493055774741264	"19"	55038476	"F"	"I"	""	"IGR"	"island"	"IGR-island"	"chr19:55038204-55038501"	"rs553680120;rs576873232;rs192642357;rs577903314;rs112271464;rs115818465;rs182415519"	"1;9;10;14;26;29;33"
"cg14980209"	-0.16961696368168	0.474154286893145	-3.65351561031945	0.000577422199831585	0.453136487650965	-0.901214938566537	0.580164889194194	0.410547925512515	-0.16961696368168	"12"	127725757	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs372316386;rs140129864;rs190223065"	"30;27;2"
"cg00687021"	0.0274795773569447	0.920865702437941	3.65321182628019	0.000577971759558982	0.453136487650965	-0.902113911109136	0.90369096658985	0.931170543946795	0.027479577356945	"6"	130761721	"R"	"I"	"TMEM200A"	"Body"	"opensea"	"Body-opensea"	""	"rs146855001"	"23"
"cg15929356"	-0.108083407368804	0.772713740182574	-3.65230712906362	0.000579611364121729	0.453136487650965	-0.904790867048997	0.840265869788076	0.732182462419272	-0.108083407368804	"5"	4640249	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs564125260;rs144595661;rs145785339"	"21;16;1"
"cg20732286"	0.0737767139752193	0.893990654743634	3.65196283180872	0.000580236510015303	0.453136487650965	-0.905809520711491	0.847880208509121	0.921656922484341	0.0737767139752197	"2"	45779808	"R"	"II"	"SRBD1"	"Body"	"opensea"	"Body-opensea"	""	""	""
"cg10937989"	0.0428533501685647	0.870396893818017	3.65160143056308	0.000580893405475042	0.453136487650965	-0.90687871644071	0.843613549962663	0.886466900131229	0.0428533501685652	"12"	46380986	"F"	"II"	"SFRS2IP"	"5'UTR"	"shelf"	"5'UTR-shelf"	"chr12:46383561-46384756"	"rs551851863"	"25"
"cg25026401"	-0.0197357638711759	0.128106082199957	-3.65030939405936	0.000583247676544309	0.453136487650965	-0.910700646827244	0.140440934619441	0.120705170748266	-0.0197357638711758	"12"	129308667	"F"	"I"	"SLC15A4"	"TSS200"	"island"	"TSS200-island"	"chr12:129307947-129308724"	"rs569974894;rs12815929;rs555361096"	"13;14;33"
"cg11409139"	0.0719592778072701	0.78755574559933	3.65010964655626	0.000583612457713507	0.453136487650965	-0.911291440140399	0.742581196969786	0.814540474777057	0.0719592778072705	"6"	30292481	"R"	"II"	"HCG18"	"Body"	"shore"	"Body-shore"	"chr6:30294169-30295071"	"rs2523727;rs200943061"	"51;28"
"cg13383019"	0.0149772415930345	0.0527543934702118	3.65009250693719	0.000583643768441964	0.453136487650965	-0.911342133089429	0.0433936174745653	0.0583708590675998	0.0149772415930345	"3"	136537856	"R"	"I"	"TMEM22"	"TSS200"	"island"	"TSS200-island"	"chr3:136537559-136539204"	"rs530885061"	"29"
"cg03666597"	0.0645872933659331	0.851905925791836	3.64992085563549	0.00058395743037186	0.453136487650965	-0.91184980914983	0.811538867438128	0.876126160804061	0.0645872933659331	"7"	101752690	"F"	"II"	"CUX1"	"Body"	"opensea"	"Body-opensea"	""	"rs186298335"	"0"
"cg01056590"	0.0393169304827703	0.914357216889508	3.64986307696537	0.000584063046770384	0.453136487650965	-0.912020692146427	0.889784135337776	0.929101065820547	0.0393169304827707	"1"	227141293	"R"	"II"	"CABC1"	"5'UTR"	"opensea"	"5'UTR-opensea"	""	"rs530113508;rs192650601"	"18;2"
"cg25521630"	0.0786179333215486	0.851268513347131	3.64970734790423	0.000584347802347042	0.453136487650965	-0.912481259631676	0.802132305021164	0.880750238342712	0.0786179333215489	"15"	61504068	"F"	"II"	"RORA"	"Body"	"opensea"	"Body-opensea"	""	"rs116827180;rs538142668"	"1;51"
"cg00279282"	0.0620754734800179	0.749631349901034	3.64959575593617	0.000584551933474474	0.453136487650965	-0.91281128468115	0.710834178976023	0.772909652456041	0.0620754734800179	"2"	172077803	"R"	"II"	"TLK1"	"5'UTR"	"opensea"	"5'UTR-opensea"	""	"rs542976167"	"2"
"cg12300225"	0.0912435181619076	0.865720585700405	3.64946970020947	0.000584782604643818	0.453136487650965	-0.913184077876376	0.808693386849212	0.89993690501112	0.0912435181619077	"7"	138932323	"R"	"II"	"UBN2"	"Body"	"opensea"	"Body-opensea"	""	"rs546441421;rs559924917;rs529019041"	"50;2;1"
"cg11985745"	0.0349919134185752	0.930481749214829	3.64932494361607	0.000585047604159094	0.453136487650965	-0.913612166790366	0.90861180332822	0.943603716746795	0.0349919134185754	"18"	54314844	"R"	"II"	""	"IGR"	"shelf"	"IGR-shelf"	"chr18:54318456-54318785"	""	""
"cg06753035"	0.06676160849876	0.899396472373213	3.64888597131483	0.000585851913648603	0.453136487650965	-0.914910277357687	0.857670467061488	0.924432075560248	0.06676160849876	"1"	116857363	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs149816978;rs564824127"	"1;37"
"cg17611548"	0.067913789420901	0.876251382913972	3.64888067286049	0.000585861628226372	0.453136487650965	-0.914925945147406	0.833805264525909	0.90171905394681	0.0679137894209012	"19"	19795546	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs7247433;rs375480406"	"14;34"
"cg19955849"	0.0297464193270088	0.832126668024979	3.64837447548602	0.000586790438514373	0.453371540310691	-0.916422732026712	0.813535155945598	0.843281575272607	0.0297464193270089	"4"	140095286	"R"	"I"	""	"IGR"	"shore"	"IGR-shore"	"chr4:140097251-140099836"	"rs6839381;rs569517697;rs191399402;rs551915954"	"29;25;17;2"
"cg11585670"	-0.163080680055521	0.638506229325536	-3.64771877461697	0.000587995662687081	0.453530254458136	-0.918361402068721	0.740431654360237	0.577350974304716	-0.163080680055521	"1"	177136968	"R"	"II"	""	"IGR"	"shelf"	"IGR-shelf"	"chr1:177140120-177140323"	"rs528957307"	"42"
"cg23222248"	0.0790481461216042	0.872961238662892	3.64758267665198	0.000588246116734973	0.453530254458136	-0.918763767983708	0.82355614733689	0.902604293458494	0.0790481461216043	"3"	43566186	"F"	"II"	"ANO10"	"Body"	"opensea"	"Body-opensea"	""	"rs551288541;rs560125370;rs532533871"	"0;6;14"
"cg19557333"	-0.186508303674361	0.697802283189676	-3.64658118326664	0.000590092252624173	0.454470636079177	-0.921724346288872	0.814369972986152	0.627861669311791	-0.186508303674361	"8"	17763088	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs567943274;rs537179544;rs557061136;rs577135311"	"1;5;32;48"
"cg24555945"	0.0751205859142897	0.901439424226388	3.64379714777579	0.000595253444888929	0.457037573835223	-0.929951818376464	0.854489058029957	0.929609643944247	0.0751205859142902	"17"	53839409	"R"	"II"	"PCTP"	"5'UTR"	"opensea"	"5'UTR-opensea"	""	"rs182113262"	"1"
"cg12410673"	0.0359496971545484	0.924495774806101	3.64364417188757	0.000595538286932303	0.457037573835223	-0.930403787117513	0.902027214084508	0.937976911239057	0.0359496971545483	"6"	37320619	"F"	"II"	"RNF8"	"TSS1500"	"shore"	"TSS1500-shore"	"chr6:37321639-37322642"	"rs539085630;rs188731544"	"0;2"
"cg14811759"	0.0237100090528721	0.961802374344493	3.64330032438516	0.000596179008792604	0.457037573835223	-0.931419645828376	0.946983618686448	0.97069362773932	0.023710009052872	"2"	145323084	"F"	"II"	"LINC01412"	"Body"	"opensea"	"Body-opensea"	""	"rs548428051;rs140374268"	"10;22"
"cg10452974"	0.0412361971473244	0.874877011726534	3.64314472106888	0.000596469174936212	0.457037573835223	-0.931879339161381	0.849104388509456	0.890340585656781	0.0412361971473247	"3"	71398091	"R"	"II"	"FOXP1"	"5'UTR"	"opensea"	"5'UTR-opensea"	""	"rs182458834;rs534532912"	"16;1"
"cg19261475"	0.0497799051715723	0.910240087817614	3.64308797756994	0.000596575022738771	0.457037573835223	-0.932046971491397	0.879127647085381	0.928907552256954	0.0497799051715723	"5"	31468931	"F"	"II"	"DROSHA"	"Body"	"opensea"	"Body-opensea"	""	""	""
"cg22731975"	0.0494579348752709	0.928709339420336	3.64201619609486	0.000598577671167224	0.458047274634393	-0.935212943377871	0.897798130123291	0.947256064998562	0.0494579348752712	"1"	65524885	"F"	"II"	"MIR3671"	"TSS1500"	"opensea"	"TSS1500-opensea"	""	"rs558522391"	"0"
"cg01182099"	0.0649515085218713	0.877591074380397	3.64169212750554	0.000599184465112052	0.458047274634393	-0.936170109216421	0.836996381554227	0.901947890076099	0.0649515085218716	"8"	121850654	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs71514725;rs190279522"	"40;36"
"cg21507487"	0.0614138931735823	0.887094382480747	3.64132241251042	0.000599877446607362	0.458047274634393	-0.937262032635611	0.848710699247258	0.91012459242084	0.0614138931735823	"14"	71941057	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs546531493;rs145390500"	"28;2"
"cg12642778"	-0.150003425730631	0.644638201615794	-3.6410340833065	0.000600418412950683	0.458047274634393	-0.938113542929639	0.738390342697438	0.588386916966807	-0.15000342573063	"11"	105709638	"R"	"II"	"GRIA4"	"Body"	"opensea"	"Body-opensea"	""	"rs572759364"	"36"
"cg04708391"	0.0885996257046682	0.855933188777356	3.64064732022185	0.000601144794369722	0.458119692405923	-0.939255689439016	0.800558422711938	0.889158048416606	0.0885996257046684	"4"	175177265	"F"	"II"	"FBXO8"	"Body"	"opensea"	"Body-opensea"	""	"rs561505691"	"39"
"cg16315945"	0.070935100182912	0.785728503655961	3.640110352956	0.000602154667785534	0.45822838138783	-0.940841280268925	0.741394066041641	0.812329166224553	0.0709351001829123	"7"	44922337	"F"	"II"	"PURB"	"3'UTR"	"opensea"	"3'UTR-opensea"	""	""	""
"cg23932798"	0.0379407027672525	0.878830067107766	3.639704594406	0.000602918852706143	0.45822838138783	-0.942039335415753	0.855117127878233	0.893057830645486	0.0379407027672521	"5"	137142029	"R"	"II"	"NPY6R"	"TSS1500"	"opensea"	"TSS1500-opensea"	""	""	""
"cg15899278"	0.0724193720257889	0.883165872379567	3.63956486345369	0.000603182229369548	0.45822838138783	-0.942451890519254	0.837903764863449	0.910323136889238	0.0724193720257889	"7"	139373563	"F"	"II"	"HIPK2"	"Body"	"opensea"	"Body-opensea"	""	"rs182228401;rs548162727;rs145043609;rs138913987;rs149402030"	"1;14;39;40;49"
"cg22628694"	0.0356374303416427	0.915352090065874	3.63891210780564	0.000604414055763355	0.458683883935416	-0.944379021505451	0.893078696102347	0.92871612644399	0.0356374303416426	"19"	58663362	"R"	"II"	"ZNF329"	"TSS1500"	"shore"	"TSS1500-shore"	"chr19:58661737-58662287"	"rs112496095;rs542551930"	"35;11"
