""	"seqnames"	"start"	"end"	"width"	"strand"	"value"	"area"	"cluster"	"indexStart"	"indexEnd"	"L"	"clusterL"	"p.value"	"fwer"	"p.valueArea"	"fwerArea"
"DMR_1108"	"chr22"	38713874	38714466	592	"*"	-1.08022295627957	10.8022295627957	270587	86939	86948	10	13	0.0029148016550536	0.584	0.0102979404119176	0.928
"DMR_1109"	"chr7"	150652702	150653449	747	"*"	-1.07911925717703	10.7911925717703	388119	126020	126029	10	10	0.0029532555027456	0.584	0.010344085029148	0.928
"DMR_1110"	"chr2"	154333650	154334716	1066	"*"	-1.07818905885921	10.7818905885921	234095	76813	76822	10	13	0.0029686370418224	0.584	0.0103748481073016	0.932
"DMR_1111"	"chr11"	70507825	70508659	834	"*"	-1.07812067754475	10.7812067754475	76707	24796	24805	10	10	0.0029686370418224	0.584	0.01038253887684	0.932
"DMR_1112"	"chr4"	5712426	5713100	674	"*"	-1.0756668183281	10.756668183281	303144	96660	96669	10	10	0.002999400119976	0.584	0.0105055911894544	0.932
"DMR_1113"	"chr3"	30647378	30647808	430	"*"	-1.17507811867319	9.40062494938552	278801	89079	89086	8	19	0.00305323550674481	0.584	0.0178502760986264	0.968
"DMR_1114"	"chr16"	56225591	56225952	361	"*"	-1.17496282818022	9.39970262544175	158604	51328	51335	8	9	0.00305323550674481	0.584	0.0178733484072416	0.968
"DMR_1115"	"chr16"	68482715	68483194	479	"*"	-1.22476841943603	7.3486105166162	160767	52396	52401	6	20	0.003114761663052	0.584	0.0385538276959993	0.992
"DMR_1116"	"chr20"	61051317	61051802	485	"*"	-0.862139714098637	12.0699559973809	258866	83812	83825	14	21	0.002422592404596	0.588	0.00666020642025441	0.844
"DMR_1117"	"chr1"	59042745	59043280	535	"*"	-1.13209921036322	10.188892893269	16838	5204	5212	9	13	0.003037853967668	0.588	0.0130819989848184	0.96
"DMR_1118"	"chr2"	10183933	10184457	524	"*"	-1.13182765277399	10.1864488749659	214936	71756	71764	9	10	0.0030455447372064	0.588	0.0130973805238952	0.96
"DMR_1119"	"chr10"	100993553	100994143	590	"*"	-1.1311217000378	10.1800953003402	56040	17084	17092	9	12	0.0030455447372064	0.588	0.0131358343715872	0.96
"DMR_1120"	"chr10"	88727732	88728572	840	"*"	-1.17180323939646	9.37442591517167	53892	16370	16377	8	9	0.0031993601279744	0.588	0.01807330841524	0.968
"DMR_1121"	"chr13"	52979688	52980671	983	"*"	-1.07372084184726	10.7372084184726	114128	37209	37218	10	10	0.003037853967668	0.592	0.0105517358066848	0.932
"DMR_1122"	"chr1"	44497024	44497352	328	"*"	-1.21924386667719	7.31546320006316	14021	4240	4245	6	9	0.00324550474520481	0.592	0.0390998723332257	0.992
"DMR_1123"	"chr4"	111532996	111533547	551	"*"	-1.21676241607416	7.30057449644496	312938	99349	99354	6	9	0.00329164936243521	0.592	0.0392998323412241	0.992
"DMR_1124"	"chr2"	162282922	162284206	1284	"*"	-1.07231492152308	10.7231492152308	234914	77083	77092	10	10	0.00307630781536001	0.596	0.0106209527325304	0.932
"DMR_1125"	"chr19"	50706387	50706737	350	"*"	-1.19351890298037	8.35463232086256	210384	70111	70117	7	9	0.00321474166705121	0.596	0.026763877993632	0.98
"DMR_1126"	"chr8"	114448659	114449487	828	"*"	-1.02918232995473	11.321005629502	404777	130179	130189	11	11	0.00307630781536001	0.6	0.00861366188300801	0.884
"DMR_1127"	"chr6"	100441722	100442254	532	"*"	-1.07050696485254	10.7050696485254	357865	117871	117880	10	13	0.003114761663052	0.6	0.0106747881192992	0.932
"DMR_1128"	"chr11"	17498329	17498952	623	"*"	-1.06967862332772	10.6967862332772	67706	21175	21184	10	10	0.003114761663052	0.6	0.0107055511974528	0.932
"DMR_1129"	"chr14"	75421955	75422650	695	"*"	-1.06723095927487	10.6723095927487	127889	41592	41601	10	10	0.00316859704982081	0.6	0.0108132219709904	0.932
"DMR_1130"	"chr2"	187713554	187714168	614	"*"	-1.0641420345405	10.641420345405	237816	78096	78105	10	12	0.00318397858889761	0.6	0.01095934659222	0.94
"DMR_1131"	"chr6"	43477751	43478496	745	"*"	-1.062954717764	10.62954717764	353448	116395	116404	10	14	0.00320705089751281	0.6	0.0110670173657576	0.94
"DMR_1132"	"chr1"	15478618	15479264	646	"*"	-1.06200497359543	10.6200497359543	5339	1345	1354	10	12	0.00324550474520481	0.6	0.0111439250611416	0.94
"DMR_1133"	"chr5"	2753746	2754322	576	"*"	-1.06142304678324	10.6142304678324	321114	101624	101633	10	10	0.00326857705382001	0.6	0.0111593066002184	0.94
"DMR_1134"	"chr8"	19170878	19171452	574	"*"	-1.12796529362569	10.1516876426312	393615	127085	127093	9	10	0.0030916893544368	0.6	0.013305031301432	0.96
"DMR_1135"	"chr3"	44770851	44771113	262	"*"	-1.06030943321169	10.6030943321169	280947	89788	89797	10	11	0.00327626782335841	0.604	0.0111977604479104	0.94
"DMR_1136"	"chr11"	105480520	105480979	459	"*"	-1.18986727641702	8.32907093491914	81150	26142	26148	7	12	0.00328395859289681	0.604	0.0270253641579376	0.98
"DMR_1137"	"chr3"	148415443	148416019	576	"*"	-1.18522234868983	8.29655644082883	294006	94068	94074	7	8	0.00332241244058881	0.604	0.0272176333963976	0.98
"DMR_1138"	"chr11"	31827084	31827775	691	"*"	-1.2012428625269	7.20745717516138	69103	21631	21636	6	10	0.00357620783535601	0.604	0.0406534077799825	0.992
"DMR_1139"	"chr2"	189157174	189157566	392	"*"	-1.02500885142553	11.2750973656808	237884	78118	78128	11	21	0.0031762878193592	0.608	0.00873671419562241	0.884
"DMR_1140"	"chr12"	13043502	13043866	364	"*"	-1.16818066106971	9.34544528855771	90241	28944	28951	8	15	0.00333779397966561	0.608	0.018342485349084	0.968
"DMR_1141"	"chr11"	111382915	111384223	1308	"*"	-0.972574771542884	11.6708972585146	81781	26442	26453	12	12	0.002922492424592	0.612	0.00759848030393921	0.868
"DMR_1142"	"chr4"	166299786	166300688	902	"*"	-1.02306978256923	11.2537676082616	317322	100730	100740	11	11	0.00320705089751281	0.612	0.00879824035192961	0.884
"DMR_1143"	"chr7"	12443146	12443926	780	"*"	-1.02256251321771	11.2481876453948	371059	120881	120891	11	13	0.00322243243658961	0.612	0.00881362189100641	0.884
"DMR_1144"	"chr16"	55689901	55690564	663	"*"	-1.02229769204659	11.2452746125125	158545	51308	51318	11	13	0.00322243243658961	0.612	0.00881362189100641	0.884
"DMR_1145"	"chr10"	71389579	71390385	806	"*"	-1.05677670354513	10.5677670354513	50615	15688	15697	10	10	0.00338393859689601	0.612	0.0113361942996016	0.94
"DMR_1146"	"chr1"	47134188	47134527	339	"*"	-1.05624580549173	10.5624580549173	14746	4565	4574	10	14	0.00340701090551121	0.612	0.0113669573777552	0.944
"DMR_1147"	"chr6"	150463417	150464265	848	"*"	-1.05562240286953	10.5562240286953	363797	119526	119535	10	10	0.00340701090551121	0.612	0.0114054112254472	0.944
"DMR_1148"	"chr1"	150229143	150230345	1202	"*"	-1.05478947412504	10.5478947412504	24361	8268	8277	10	10	0.00342239244458801	0.612	0.0114515558426776	0.944
"DMR_1149"	"chr5"	149681703	149682795	1092	"*"	-1.12017824363242	10.0816041926918	337823	106836	106844	9	11	0.00329934013197361	0.612	0.0138126220909664	0.96
"DMR_1150"	"chr3"	142607511	142608516	1005	"*"	-0.737737736698796	11.8038037871807	293587	93920	93935	16	20	0.0023533754787504	0.616	0.00726777721378801	0.86
"DMR_1151"	"chr10"	25464059	25464719	660	"*"	-0.968999305079589	11.6279916609551	45798	14444	14455	12	16	0.0029840185808992	0.616	0.00772922338609201	0.868
"DMR_1152"	"chr14"	100625756	100626535	779	"*"	-1.0534743766369	10.534743766369	132105	42706	42715	10	13	0.00346853706181841	0.616	0.0115130819989848	0.944
"DMR_1153"	"chr4"	122686038	122686692	654	"*"	-1.0509014655155	10.509014655155	313710	99595	99604	10	10	0.00350699090951041	0.616	0.011613062002984	0.948
"DMR_1154"	"chr19"	11199851	11200023	172	"*"	-1.18015376008179	8.26107632057256	201087	65312	65318	7	8	0.00344546475320321	0.616	0.0276560072600864	0.984
"DMR_1155"	"chr8"	144798319	144798877	558	"*"	-1.01748316857736	11.192314854351	410366	131096	131106	11	12	0.00329164936243521	0.62	0.00893667420362082	0.888
"DMR_1156"	"chr7"	96649956	96650668	712	"*"	-1.16109164872005	9.28873318976037	380654	123661	123668	8	8	0.00349160937043361	0.62	0.0187193330564656	0.968
"DMR_1157"	"chr3"	192958373	192958968	595	"*"	-1.16047912630291	9.2838330104233	299816	95674	95681	8	8	0.00349160937043361	0.62	0.0187424053650808	0.968
"DMR_1158"	"chr15"	75118714	75119018	304	"*"	-1.17733858150714	8.24137007054998	143922	46547	46553	7	9	0.00353006321812561	0.62	0.0278867303462384	0.984
"DMR_1159"	"chr5"	59188920	59189724	804	"*"	-1.19500655660313	7.17003933961877	326662	102770	102775	6	13	0.00374540476520081	0.62	0.0411994524172089	0.992
"DMR_1160"	"chr19"	3932951	3933856	905	"*"	-0.966167199474477	11.5940063936937	198472	64189	64200	12	12	0.0030224724285912	0.624	0.00782920339009121	0.868
"DMR_1161"	"chr7"	101005832	101006363	531	"*"	-0.965800004167664	11.589600050012	381802	124262	124273	12	13	0.0030224724285912	0.624	0.00783689415962961	0.868
"DMR_1162"	"chr4"	188916581	188916943	362	"*"	-1.11070202354073	9.99631821186659	319651	101360	101368	9	12	0.00359158937443281	0.624	0.0142356144155784	0.964
"DMR_1163"	"chr4"	47839619	47840530	911	"*"	-1.11051137623263	9.99460238609365	307710	97646	97654	9	11	0.00359158937443281	0.624	0.0142586867241936	0.964
"DMR_1164"	"chr8"	95650956	95651895	939	"*"	-1.15970734662419	9.27765877299354	402578	129564	129571	8	8	0.00351468167904881	0.624	0.0187885499823112	0.968
"DMR_1165"	"chr4"	156128904	156130208	1304	"*"	-0.842037198837641	11.788520783727	316639	100483	100496	14	14	0.0027225324165936	0.628	0.00731392183101841	0.86
"DMR_1166"	"chr1"	165414189	165414806	617	"*"	-0.965227858510651	11.5827343021278	28069	10054	10065	12	15	0.003037853967668	0.628	0.00785996646824481	0.868
"DMR_1167"	"chr6"	105585179	105585762	583	"*"	-0.964778721075685	11.5773446529082	358113	117919	117930	12	12	0.003037853967668	0.628	0.00787534800732161	0.868
"DMR_1168"	"chr8"	26721736	26723021	1285	"*"	-0.886984234209456	11.5307950447229	395156	127523	127535	13	13	0.0027840585729008	0.628	0.00799070955039761	0.872
"DMR_1169"	"chr17"	74533845	74534700	855	"*"	-0.886594147563305	11.525723918323	184083	60598	60610	13	15	0.0027840585729008	0.628	0.00799070955039761	0.872
"DMR_1170"	"chr2"	120301598	120302499	901	"*"	-1.04630098645345	10.4630098645345	230341	76188	76197	10	10	0.00359928014397121	0.628	0.011843785089136	0.952
"DMR_1171"	"chr22"	45680429	45681036	607	"*"	-1.04495648420651	10.4495648420651	272870	87649	87658	10	10	0.00363773399166321	0.628	0.0118668573977512	0.952
"DMR_1172"	"chr17"	35293627	35294198	571	"*"	-1.15722950519433	9.25783604155464	174742	56860	56867	8	16	0.00356082629627921	0.628	0.0188885299863104	0.968
"DMR_1173"	"chr6"	17282284	17283113	829	"*"	-0.95850020942309	11.5020025130771	347039	108910	108921	12	22	0.00313783397166721	0.632	0.00807530801532001	0.872
"DMR_1174"	"chr19"	37997105	37998171	1066	"*"	-0.714910787566076	11.4385726010572	206163	67843	67858	16	16	0.0024918093304416	0.632	0.00829834033193361	0.872
"DMR_1175"	"chr6"	100911526	100912168	642	"*"	-1.10470223722962	9.94232013506656	357937	117892	117900	9	9	0.00370695091750881	0.632	0.0145278636580376	0.964
"DMR_1176"	"chr10"	73847963	73848615	652	"*"	-1.17152349205246	8.20066444436719	51481	15854	15860	7	15	0.00377616784335441	0.632	0.0283097226708504	0.984
"DMR_1177"	"chr22"	44287485	44288258	773	"*"	-0.956390730815798	11.4766887697896	272423	87554	87565	12	12	0.0031762878193592	0.636	0.00815990648024241	0.872
"DMR_1178"	"chr2"	113341685	113341977	292	"*"	-1.10075704054785	9.90681336493062	229588	75984	75992	9	13	0.00383000323012321	0.636	0.0147585867441896	0.964
"DMR_1179"	"chr7"	156433300	156433367	67	"*"	-1.18802936353444	7.12817618120664	389449	126465	126470	6	9	0.00390691092550721	0.636	0.0418224047498193	0.992
"DMR_1180"	"chr4"	4250459	4250746	287	"*"	-1.18590864378755	7.11545186272532	302893	96516	96521	6	14	0.00392998323412241	0.636	0.0419839109101257	0.992
"DMR_1181"	"chr16"	9055493	9056399	906	"*"	-1.15201793591315	9.21614348730519	152487	49398	49405	8	12	0.00366849706981681	0.64	0.0192423053850768	0.968
"DMR_1182"	"chr17"	50237205	50237646	441	"*"	-0.952705964690068	11.4324715762808	179413	59164	59175	12	15	0.003230123206128	0.644	0.00831372187101041	0.872
"DMR_1183"	"chr15"	33486924	33487681	757	"*"	-1.04188106694686	10.4188106694686	136022	43714	43723	10	12	0.00376078630427761	0.644	0.0120052912494424	0.952
"DMR_1184"	"chr7"	116962950	116964012	1062	"*"	-1.0417670674202	10.417670674202	383694	124742	124751	10	10	0.00376847707381601	0.644	0.0120052912494424	0.952
"DMR_1185"	"chr17"	79282893	79283390	497	"*"	-1.04046367469924	10.4046367469924	186338	61125	61134	10	10	0.00380693092150801	0.644	0.0121052712534416	0.956
"DMR_1186"	"chr1"	102462656	102463043	387	"*"	-1.16994802408266	8.18963616857862	21486	6857	6863	7	11	0.00385307553873841	0.644	0.028417393444388	0.988
"DMR_1187"	"chr4"	103998289	103998717	428	"*"	-1.1693204860215	8.18524340215051	312297	99055	99061	7	11	0.00387614784735361	0.644	0.0284712288311568	0.988
"DMR_1188"	"chr4"	154680808	154681323	515	"*"	-1.1689055551989	8.18233888639233	316511	100381	100387	7	10	0.00388383861689201	0.644	0.0285019919093104	0.988
"DMR_1189"	"chr6"	29796015	29796363	348	"*"	-1.18011921170416	7.08071527022494	349137	110284	110289	6	11	0.00409918016396721	0.644	0.0425222647778137	0.992
"DMR_1190"	"chr3"	79068665	79068857	192	"*"	-1.17973708981838	7.07842253891031	286639	91813	91818	6	10	0.00412225247258241	0.644	0.0425376463168905	0.992
"DMR_1191"	"chr3"	158288837	158289160	323	"*"	-1.03642291772216	10.3642291772216	295416	94512	94521	10	11	0.00387614784735361	0.648	0.01230523126144	0.96
"DMR_1192"	"chr1"	27286600	27287468	868	"*"	-1.09781057016539	9.88029513148849	9333	2444	2452	9	12	0.00391460169504561	0.648	0.0149431652131112	0.968
"DMR_1193"	"chr7"	20825545	20826569	1024	"*"	-1.14944165863281	9.19553326906248	371832	121068	121075	8	9	0.00371464168704721	0.648	0.0194115023149216	0.968
"DMR_1194"	"chr17"	55332646	55333474	828	"*"	-1.17692838265469	7.06157029592815	179881	59285	59290	6	17	0.00420685093750481	0.648	0.0427452970944273	0.992
"DMR_1195"	"chr8"	110374569	110374866	297	"*"	-1.17668545636613	7.06011273819677	404634	130135	130140	6	9	0.00421454170704321	0.648	0.0427606786335041	0.992
"DMR_1196"	"chr10"	79396584	79397289	705	"*"	-1.17641566640653	7.05849399843916	52544	16187	16192	6	10	0.00421454170704321	0.648	0.0427683694030425	0.992
"DMR_1197"	"chr8"	117950086	117950929	843	"*"	-0.948179460829927	11.3781535299591	405063	130233	130244	12	14	0.00334548474920401	0.652	0.00844446495316321	0.876
"DMR_1198"	"chr3"	126113480	126114078	598	"*"	-1.00976090821685	11.1073699903854	290684	92963	92973	11	14	0.00346853706181841	0.652	0.00919816036792642	0.892
"DMR_1199"	"chr1"	150254838	150255503	665	"*"	-1.0340653135218	10.340653135218	24375	8297	8306	10	14	0.00393767400366081	0.652	0.0124436651131312	0.96
"DMR_1200"	"chr11"	124735089	124735554	465	"*"	-1.03379945842516	10.3379945842516	85002	27450	27459	10	10	0.00393767400366081	0.652	0.0124513558826696	0.96
"DMR_1201"	"chr1"	214156497	214157565	1068	"*"	-1.14803242752952	9.18425942023614	35521	12109	12116	8	9	0.00373002322612401	0.652	0.019457646932152	0.968
"DMR_1202"	"chr2"	172951501	172952415	914	"*"	-1.14790968548756	9.18327748390051	236093	77458	77465	8	8	0.00373002322612401	0.652	0.0194730284712288	0.968
"DMR_1203"	"chr6"	29595299	29595661	362	"*"	-1.09568680433709	9.86118123903381	349049	110127	110135	9	11	0.00396074631227601	0.656	0.0150200729084952	0.968
"DMR_1204"	"chr5"	78365647	78365830	183	"*"	-1.16455923934126	8.15191467538879	328951	103516	103522	7	9	0.00398381862089121	0.656	0.0288250042299232	0.988
"DMR_1205"	"chr22"	30792674	30793033	359	"*"	-1.17379212935759	7.04275277614554	268538	86325	86330	6	8	0.00433759401965761	0.656	0.0430529278759633	0.992
"DMR_1206"	"chr18"	56886915	56887410	495	"*"	-1.00501522075096	11.0551674282606	193488	63197	63207	11	11	0.00354544475720241	0.66	0.00935197575869441	0.892
"DMR_1207"	"chr16"	75150456	75150880	424	"*"	-1.1415072295558	9.13205783644641	162242	52918	52925	8	8	0.00383769399966161	0.66	0.0198652577176872	0.968
"DMR_1208"	"chr3"	42543933	42544618	685	"*"	-1.14123501390043	9.12988011120346	280486	89556	89563	8	8	0.00385307553873841	0.66	0.0198729484872256	0.968
"DMR_1209"	"chr3"	72704174	72705137	963	"*"	-1.13884045459926	9.11072363679407	286229	91770	91777	8	9	0.00392229246458401	0.66	0.0199883100303016	0.968
"DMR_1210"	"chr1"	876249	876993	744	"*"	-1.13704578576524	9.09636628612191	44	9	16	8	8	0.00395305554273761	0.66	0.0200805992647624	0.968
"DMR_1211"	"chr9"	104249490	104249936	446	"*"	-1.13699225695761	9.09593805566088	418401	132537	132544	8	8	0.00395305554273761	0.66	0.0200805992647624	0.968
"DMR_1212"	"chr5"	95767724	95768053	329	"*"	-1.13660841361042	9.09286730888338	330669	103998	104005	8	9	0.00395305554273761	0.66	0.0201036715733776	0.968
"DMR_1213"	"chr2"	100721844	100722474	630	"*"	-1.16390641657262	8.14734491600831	227638	75617	75623	7	9	0.00400689092950641	0.66	0.0288480765385384	0.988
"DMR_1214"	"chr4"	46391159	46391929	770	"*"	-0.874713386423317	11.3712740235031	307604	97577	97589	13	13	0.0029840185808992	0.664	0.00845215572270161	0.876
"DMR_1215"	"chr9"	90340217	90341458	1241	"*"	-0.941865758441152	11.3023891012938	416035	132208	132219	12	12	0.00344546475320321	0.664	0.00866749726977681	0.884
"DMR_1216"	"chr19"	42805767	42806556	789	"*"	-0.940466871049351	11.2856024525922	207753	68719	68730	12	25	0.00347622783135681	0.664	0.00870595111746881	0.884
"DMR_1217"	"chr11"	105481283	105481702	419	"*"	-1.00233512849844	11.0256864134828	81151	26149	26159	11	14	0.00357620783535601	0.664	0.00943657422361682	0.904
"DMR_1218"	"chr6"	108478494	108479584	1090	"*"	-1.03139407185717	10.3139407185717	358660	118002	118011	10	10	0.00399920015996801	0.664	0.0125436451171304	0.96
"DMR_1219"	"chr5"	145717858	145718965	1107	"*"	-1.0891728503018	9.80255565271625	337017	106569	106577	9	10	0.00412225247258241	0.664	0.0152738683032624	0.968
"DMR_1220"	"chr14"	57274550	57275413	863	"*"	-1.08711878147246	9.78406903325213	124222	40329	40337	9	9	0.00415301555073601	0.664	0.0153969206158768	0.968
"DMR_1221"	"chr20"	55841841	55842071	230	"*"	-1.08567814687429	9.77110332186863	257260	83418	83426	9	11	0.00419146939842801	0.664	0.0154815190807992	0.968
"DMR_1222"	"chr7"	28449847	28450946	1099	"*"	-1.1353918932325	9.08313514586001	373117	121665	121672	8	9	0.00399150939042961	0.664	0.0201805792687616	0.968
"DMR_1223"	"chr22"	35937058	35937531	473	"*"	-1.16226490303284	8.13585432122991	269530	86629	86635	7	10	0.00403765400766001	0.664	0.0290095826988448	0.988
"DMR_1224"	"chr5"	126626348	126626719	371	"*"	-1.161273534727	8.12891474308902	333344	104904	104910	7	12	0.00407610785535201	0.664	0.0291172534723824	0.988
"DMR_1225"	"chr12"	122710972	122712381	1409	"*"	-0.680757434948303	10.8921189591728	106001	34930	34945	16	16	0.00269176933844	0.668	0.00992109270453602	0.92
"DMR_1226"	"chr12"	64784070	64784686	616	"*"	-1.0304938840343	10.304938840343	97376	32100	32109	10	10	0.00400689092950641	0.668	0.0125897897343608	0.96
"DMR_1227"	"chr6"	109776991	109777324	333	"*"	-1.134311616161	9.07449292928802	358946	118128	118135	8	8	0.00404534477719841	0.668	0.020226723885992	0.968
"DMR_1228"	"chr19"	46146944	46147562	618	"*"	-1.02481566351165	10.2481566351165	208655	69241	69250	10	10	0.00416839708981281	0.672	0.0128358943595896	0.96
"DMR_1229"	"chr2"	183731169	183732086	917	"*"	-1.02436592249274	10.2436592249274	237640	77986	77995	10	12	0.00418377862888961	0.676	0.0128589666682048	0.96
"DMR_1230"	"chr2"	177021702	177022646	944	"*"	-1.13023411908331	9.04187295266649	236828	77772	77779	8	8	0.00416070632027441	0.676	0.0204882100502976	0.968
"DMR_1231"	"chr17"	8702369	8702896	527	"*"	-1.12919739115747	9.03357912925978	170200	55310	55317	8	9	0.00417608785935121	0.676	0.0205497362066048	0.968
"DMR_1232"	"chr22"	23522307	23522511	204	"*"	-1.15943975706441	8.11607829945087	266853	85842	85848	7	9	0.00412994324212081	0.676	0.029263378093612	0.988
"DMR_1233"	"chr5"	50678697	50679374	677	"*"	-0.805559365450214	11.277831116303	325528	102491	102504	14	16	0.00326088628428161	0.68	0.00872902342608401	0.884
"DMR_1234"	"chr12"	122356033	122356852	819	"*"	-1.02189238435076	10.2189238435076	105873	34903	34912	10	13	0.00423761401565841	0.68	0.0129820189808192	0.96
"DMR_1235"	"chr13"	95357638	95358540	902	"*"	-1.02147134809994	10.2147134809994	116090	37663	37672	10	10	0.00423761401565841	0.68	0.0129897097503576	0.96
"DMR_1236"	"chr13"	28543113	28543531	418	"*"	-1.01996442628589	10.1996442628589	110480	36209	36218	10	10	0.00428375863288881	0.68	0.013035854367588	0.96
