"Rownames"	"chr"	"start"	"end"	"Name"
"chr12:75959700-75971414"	"chr12:75959700-75971414"	"chr12"	75959700	75971414	""
"chr12:75982626-75991600"	"chr12:75982626-75991600"	"chr12"	75982626	75991600	""
"chr12:76024578-76032817"	"chr12:76024578-76032817"	"chr12"	76024578	76032817	""
"chr12:76032963-76035658"	"chr12:76032963-76035658"	"chr12"	76032963	76035658	"PHLDA1"
"chr12:76035659-76036519"	"chr12:76035659-76036519"	"chr12"	76035659	76036519	"PHLDA1"
"chr12:76055014-76058665"	"chr12:76055014-76058665"	"chr12"	76055014	76058665	""
"chr12:76113127-76114557"	"chr12:76113127-76114557"	"chr12"	76113127	76114557	""
"chr12:76114558-76115817"	"chr12:76114558-76115817"	"chr12"	76114558	76115817	""
"chr12:76115818-76119282"	"chr12:76115818-76119282"	"chr12"	76115818	76119282	""
"chr12:76134127-76136598"	"chr12:76134127-76136598"	"chr12"	76134127	76136598	""
"chr12:76136599-76138952"	"chr12:76136599-76138952"	"chr12"	76136599	76138952	""
"chr12:76138953-76142068"	"chr12:76138953-76142068"	"chr12"	76138953	76142068	""
"chr12:76256640-76258645"	"chr12:76256640-76258645"	"chr12"	76256640	76258645	""
"chr12:76615021-76618184"	"chr12:76615021-76618184"	"chr12"	76615021	76618184	""
"chr12:76657715-76659167"	"chr12:76657715-76659167"	"chr12"	76657715	76659167	""
"chr12:78534138-78541061"	"chr12:78534138-78541061"	"chr12"	78534138	78541061	""
"chr12:78541062-78544403"	"chr12:78541062-78544403"	"chr12"	78541062	78544403	""
"chr12:79813707-79822685"	"chr12:79813707-79822685"	"chr12"	79813707	79822685	""
"chr12:80595128-80597933"	"chr12:80595128-80597933"	"chr12"	80595128	80597933	""
"chr12:79822686-79829487"	"chr12:79822686-79829487"	"chr12"	79822686	79829487	""
"chr12:79989702-79993229"	"chr12:79989702-79993229"	"chr12"	79989702	79993229	""
"chr12:81153557-81160025"	"chr12:81153557-81160025"	"chr12"	81153557	81160025	"MIR4699"
"chr12:80706981-80707787"	"chr12:80706981-80707787"	"chr12"	80706981	80707787	"MYF6"
"chr12:80829461-80835484"	"chr12:80829461-80835484"	"chr12"	80829461	80835484	"MIR617"
"chr12:83167045-83170248"	"chr12:83167045-83170248"	"chr12"	83167045	83170248	""
"chr12:85275565-85279149"	"chr12:85275565-85279149"	"chr12"	85275565	85279149	"ALX1"
"chr12:85279150-85285269"	"chr12:85279150-85285269"	"chr12"	85279150	85285269	"ALX1"
"chr12:85831337-85837764"	"chr12:85831337-85837764"	"chr12"	85831337	85837764	"RASSF9"
"chr12:85869963-85875402"	"chr12:85869963-85875402"	"chr12"	85869963	85875402	"NTS"
"chr12:85953403-85956728"	"chr12:85953403-85956728"	"chr12"	85953403	85956728	""
"chr12:85956729-85957823"	"chr12:85956729-85957823"	"chr12"	85956729	85957823	""
"chr12:85957824-85958643"	"chr12:85957824-85958643"	"chr12"	85957824	85958643	""
"chr12:85958644-85959534"	"chr12:85958644-85959534"	"chr12"	85958644	85959534	""
"chr12:85837765-85838782"	"chr12:85837765-85838782"	"chr12"	85837765	85838782	"RASSF9"
"chr12:89353043-89355634"	"chr12:89353043-89355634"	"chr12"	89353043	89355634	"DUSP6"
"chr12:89366197-89367767"	"chr12:89366197-89367767"	"chr12"	89366197	89367767	""
"chr12:89367768-89374457"	"chr12:89367768-89374457"	"chr12"	89367768	89374457	""
"chr12:89920123-89924310"	"chr12:89920123-89924310"	"chr12"	89920123	89924310	""
"chr12:89361915-89366196"	"chr12:89361915-89366196"	"chr12"	89361915	89366196	""
"chr12:88579043-88582161"	"chr12:88579043-88582161"	"chr12"	88579043	88582161	"KITLG"
"chr12:88582233-88586356"	"chr12:88582233-88586356"	"chr12"	88582233	88586356	"KITLG"
"chr12:89317317-89318685"	"chr12:89317317-89318685"	"chr12"	89317317	89318685	""
"chr12:89346945-89353042"	"chr12:89346945-89353042"	"chr12"	89346945	89353042	"DUSP6"
"chr12:89493865-89498933"	"chr12:89493865-89498933"	"chr12"	89493865	89498933	""
"chr12:89498934-89502683"	"chr12:89498934-89502683"	"chr12"	89498934	89502683	""
"chr12:89522950-89523633"	"chr12:89522950-89523633"	"chr12"	89522950	89523633	""
"chr12:89523634-89526654"	"chr12:89523634-89526654"	"chr12"	89523634	89526654	"GALNT4;POC1B;POC1B-GALNT4"
"chr12:89526655-89528810"	"chr12:89526655-89528810"	"chr12"	89526655	89528810	"GALNT4;POC1B;POC1B-GALNT4"
"chr12:89544407-89545573"	"chr12:89544407-89545573"	"chr12"	89544407	89545573	""
"chr12:89545646-89549976"	"chr12:89545646-89549976"	"chr12"	89545646	89549976	""
"chr12:89549977-89559693"	"chr12:89549977-89559693"	"chr12"	89549977	89559693	""
"chr12:89520521-89522949"	"chr12:89520521-89522949"	"chr12"	89520521	89522949	""
"chr12:89559694-89561901"	"chr12:89559694-89561901"	"chr12"	89559694	89561901	""
"chr12:88429868-88432128"	"chr12:88429868-88432128"	"chr12"	88429868	88432128	""
"chr12:90278221-90283943"	"chr12:90278221-90283943"	"chr12"	90278221	90283943	""
"chr12:92855830-92856361"	"chr12:92855830-92856361"	"chr12"	92855830	92856361	""
"chr12:92856362-92859384"	"chr12:92856362-92859384"	"chr12"	92856362	92859384	""
"chr12:92881011-92882210"	"chr12:92881011-92882210"	"chr12"	92881011	92882210	""
"chr12:92882211-92883498"	"chr12:92882211-92883498"	"chr12"	92882211	92883498	""
"chr12:92944562-92950724"	"chr12:92944562-92950724"	"chr12"	92944562	92950724	""
"chr12:92950781-92951064"	"chr12:92950781-92951064"	"chr12"	92950781	92951064	""
"chr12:92951136-92951416"	"chr12:92951136-92951416"	"chr12"	92951136	92951416	""
"chr12:92951417-92955099"	"chr12:92951417-92955099"	"chr12"	92951417	92955099	""
"chr12:92994098-92999094"	"chr12:92994098-92999094"	"chr12"	92994098	92999094	""
"chr12:92999095-93009097"	"chr12:92999095-93009097"	"chr12"	92999095	93009097	""
"chr12:93035406-93036136"	"chr12:93035406-93036136"	"chr12"	93035406	93036136	""
"chr12:92525932-92528800"	"chr12:92525932-92528800"	"chr12"	92525932	92528800	""
"chr12:93823861-93830388"	"chr12:93823861-93830388"	"chr12"	93823861	93830388	""
"chr12:93529555-93530293"	"chr12:93529555-93530293"	"chr12"	93529555	93530293	""
"chr12:93531311-93537456"	"chr12:93531311-93537456"	"chr12"	93531311	93537456	""
"chr12:93171407-93175894"	"chr12:93171407-93175894"	"chr12"	93171407	93175894	"LINC02412"
"chr12:93215862-93221603"	"chr12:93215862-93221603"	"chr12"	93215862	93221603	""
"chr12:93369165-93380988"	"chr12:93369165-93380988"	"chr12"	93369165	93380988	"NUDT4"
"chr12:93435443-93444920"	"chr12:93435443-93444920"	"chr12"	93435443	93444920	"UBE2N"
"chr12:93458106-93463291"	"chr12:93458106-93463291"	"chr12"	93458106	93463291	""
"chr12:93463400-93469369"	"chr12:93463400-93469369"	"chr12"	93463400	93469369	"MRPL42"
"chr12:93505441-93521606"	"chr12:93505441-93521606"	"chr12"	93505441	93521606	""
"chr12:93530294-93531310"	"chr12:93530294-93531310"	"chr12"	93530294	93531310	""
"chr12:93641181-93641537"	"chr12:93641181-93641537"	"chr12"	93641181	93641537	""
"chr12:93641538-93641874"	"chr12:93641538-93641874"	"chr12"	93641538	93641874	""
"chr12:93641875-93644146"	"chr12:93641875-93644146"	"chr12"	93641875	93644146	""
"chr12:94494959-94497809"	"chr12:94494959-94497809"	"chr12"	94494959	94497809	""
"chr12:94505885-94514564"	"chr12:94505885-94514564"	"chr12"	94505885	94514564	""
"chr12:94514565-94515989"	"chr12:94514565-94515989"	"chr12"	94514565	94515989	""
"chr12:94497810-94499677"	"chr12:94497810-94499677"	"chr12"	94497810	94499677	""
"chr12:94137904-94138926"	"chr12:94137904-94138926"	"chr12"	94137904	94138926	""
"chr12:94360127-94368413"	"chr12:94360127-94368413"	"chr12"	94360127	94368413	""
"chr12:94138927-94143558"	"chr12:94138927-94143558"	"chr12"	94138927	94143558	""
"chr12:94143559-94155006"	"chr12:94143559-94155006"	"chr12"	94143559	94155006	"PLXNC1"
"chr12:94186858-94189550"	"chr12:94186858-94189550"	"chr12"	94186858	94189550	""
"chr12:94189551-94191835"	"chr12:94189551-94191835"	"chr12"	94189551	94191835	""
"chr12:94357473-94360126"	"chr12:94357473-94360126"	"chr12"	94357473	94360126	""
"chr12:94519057-94526081"	"chr12:94519057-94526081"	"chr12"	94519057	94526081	""
"chr12:94828856-94832645"	"chr12:94828856-94832645"	"chr12"	94828856	94832645	"KRT19P2;MIR492"
"chr12:95883077-95889365"	"chr12:95883077-95889365"	"chr12"	95883077	95889365	""
"chr12:95938578-95941556"	"chr12:95938578-95941556"	"chr12"	95938578	95941556	"AMDHD1"
"chr12:95941557-95941897"	"chr12:95941557-95941897"	"chr12"	95941557	95941897	"AMDHD1"
"chr12:95941898-95944963"	"chr12:95941898-95944963"	"chr12"	95941898	95944963	"AMDHD1;CCDC38"
"chr12:95616042-95616916"	"chr12:95616042-95616916"	"chr12"	95616042	95616916	""
"chr12:95616917-95618432"	"chr12:95616917-95618432"	"chr12"	95616917	95618432	""
"chr12:95997413-95998427"	"chr12:95997413-95998427"	"chr12"	95997413	95998427	"HAL"
"chr12:96390833-96400743"	"chr12:96390833-96400743"	"chr12"	96390833	96400743	"CDK17"
"chr12:96402141-96407605"	"chr12:96402141-96407605"	"chr12"	96402141	96407605	"CDK17"
"chr12:96901697-96908392"	"chr12:96901697-96908392"	"chr12"	96901697	96908392	"NEDD1"
"chr12:96302683-96307204"	"chr12:96302683-96307204"	"chr12"	96302683	96307204	""
"chr12:96426184-96430652"	"chr12:96426184-96430652"	"chr12"	96426184	96430652	""
"chr12:96400744-96402140"	"chr12:96400744-96402140"	"chr12"	96400744	96402140	"CDK17"
"chr12:96386817-96388568"	"chr12:96386817-96388568"	"chr12"	96386817	96388568	""
"chr12:96484537-96490505"	"chr12:96484537-96490505"	"chr12"	96484537	96490505	"CFAP54"
"chr12:98785791-98794107"	"chr12:98785791-98794107"	"chr12"	98785791	98794107	""
"chr12:98794108-98794930"	"chr12:98794108-98794930"	"chr12"	98794108	98794930	""
"chr12:96976686-96979625"	"chr12:96976686-96979625"	"chr12"	96976686	96979625	""
"chr12:97676412-97680502"	"chr12:97676412-97680502"	"chr12"	97676412	97680502	""
"chr12:97680564-97684647"	"chr12:97680564-97684647"	"chr12"	97680564	97684647	""
"chr12:98928233-98930719"	"chr12:98928233-98930719"	"chr12"	98928233	98930719	""
"chr12:98930765-98930940"	"chr12:98930765-98930940"	"chr12"	98930765	98930940	""
"chr12:98930941-98931270"	"chr12:98930941-98931270"	"chr12"	98930941	98931270	""
"chr12:98931271-98937193"	"chr12:98931271-98937193"	"chr12"	98931271	98937193	""
"chr12:99088070-99093183"	"chr12:99088070-99093183"	"chr12"	99088070	99093183	"LOC101928937"
"chr12:99081909-99088069"	"chr12:99081909-99088069"	"chr12"	99081909	99088069	""
"chr12:100524059-100530227"	"chr12:100524059-100530227"	"chr12"	100524059	100530227	""
"chr12:99093184-99096171"	"chr12:99093184-99096171"	"chr12"	99093184	99096171	"LOC101928937"
"chr12:100470548-100480583"	"chr12:100470548-100480583"	"chr12"	100470548	100480583	"NR1H4"
"chr12:100712808-100719886"	"chr12:100712808-100719886"	"chr12"	100712808	100719886	"ANO4"
"chr12:101057580-101069766"	"chr12:101057580-101069766"	"chr12"	101057580	101069766	""
"chr12:102228764-102233736"	"chr12:102228764-102233736"	"chr12"	102228764	102233736	""
"chr12:101829927-101836177"	"chr12:101829927-101836177"	"chr12"	101829927	101836177	"GNPTAB"
"chr12:102060976-102065932"	"chr12:102060976-102065932"	"chr12"	102060976	102065932	"WASHC3"
"chr12:102114223-102119449"	"chr12:102114223-102119449"	"chr12"	102114223	102119449	"PARPBP"
"chr12:102119450-102122497"	"chr12:102119450-102122497"	"chr12"	102119450	102122497	"PARPBP;NUP37"
"chr12:102302645-102303542"	"chr12:102302645-102303542"	"chr12"	102302645	102303542	""
"chr12:101775350-101776919"	"chr12:101775350-101776919"	"chr12"	101775350	101776919	""
"chr12:101791220-101800323"	"chr12:101791220-101800323"	"chr12"	101791220	101800323	""
"chr12:101871727-101874914"	"chr12:101871727-101874914"	"chr12"	101871727	101874914	""
"chr12:101875044-101877919"	"chr12:101875044-101877919"	"chr12"	101875044	101877919	"DRAM1"
"chr12:101920642-101927553"	"chr12:101920642-101927553"	"chr12"	101920642	101927553	""
"chr12:101962143-101963375"	"chr12:101962143-101963375"	"chr12"	101962143	101963375	""
"chr12:101963376-101967407"	"chr12:101963376-101967407"	"chr12"	101963376	101967407	""
"chr12:101736287-101739576"	"chr12:101736287-101739576"	"chr12"	101736287	101739576	"SYCP3"
"chr12:101762967-101766744"	"chr12:101762967-101766744"	"chr12"	101762967	101766744	""
"chr12:101766745-101773339"	"chr12:101766745-101773339"	"chr12"	101766745	101773339	""
"chr12:101773340-101775349"	"chr12:101773340-101775349"	"chr12"	101773340	101775349	""
"chr12:101776920-101778731"	"chr12:101776920-101778731"	"chr12"	101776920	101778731	""
"chr12:101836178-101841235"	"chr12:101836178-101841235"	"chr12"	101836178	101841235	""
"chr12:101934028-101934371"	"chr12:101934028-101934371"	"chr12"	101934028	101934371	""
"chr12:101869420-101871726"	"chr12:101869420-101871726"	"chr12"	101869420	101871726	""
"chr12:102303815-102305186"	"chr12:102303815-102305186"	"chr12"	102303815	102305186	""
"chr12:102300268-102302644"	"chr12:102300268-102302644"	"chr12"	102300268	102302644	""
"chr12:102197093-102209542"	"chr12:102197093-102209542"	"chr12"	102197093	102209542	"PMCH"
"chr12:102194645-102197092"	"chr12:102194645-102197092"	"chr12"	102194645	102197092	""
"chr12:101739577-101750353"	"chr12:101739577-101750353"	"chr12"	101739577	101750353	"SYCP3"
"chr12:103925052-103931826"	"chr12:103925052-103931826"	"chr12"	103925052	103931826	"HSP90B1;MIR3652;TTC41P"
"chr12:103931827-103940420"	"chr12:103931827-103940420"	"chr12"	103931827	103940420	"TTC41P"
"chr12:103960232-103965562"	"chr12:103960232-103965562"	"chr12"	103960232	103965562	"TDG;C12orf73"
"chr12:103965563-103966297"	"chr12:103965563-103966297"	"chr12"	103965563	103966297	"TDG;C12orf73"
"chr12:104064720-104065529"	"chr12:104064720-104065529"	"chr12"	104064720	104065529	"HCFC2;GLT8D2"
"chr12:104264736-104274045"	"chr12:104264736-104274045"	"chr12"	104264736	104274045	""
"chr12:104262255-104264735"	"chr12:104262255-104264735"	"chr12"	104262255	104264735	""
"chr12:104169108-104169797"	"chr12:104169108-104169797"	"chr12"	104169108	104169797	""
"chr12:104170363-104171277"	"chr12:104170363-104171277"	"chr12"	104170363	104171277	""
"chr12:104278073-104280657"	"chr12:104278073-104280657"	"chr12"	104278073	104280657	""
"chr12:104280658-104283183"	"chr12:104280658-104283183"	"chr12"	104280658	104283183	""
"chr12:104984058-104989647"	"chr12:104984058-104989647"	"chr12"	104984058	104989647	"C12orf45"
"chr12:105102331-105105657"	"chr12:105102331-105105657"	"chr12"	105102331	105105657	"WASHC4"
"chr12:105105658-105121581"	"chr12:105105658-105121581"	"chr12"	105105658	105121581	"WASHC4;ALDH1L2"
"chr12:105232820-105237370"	"chr12:105232820-105237370"	"chr12"	105232820	105237370	"C12orf75;APPL2"
"chr12:105237371-105242146"	"chr12:105237371-105242146"	"chr12"	105237371	105242146	"APPL2"
"chr12:105326832-105328154"	"chr12:105326832-105328154"	"chr12"	105326832	105328154	"KCCAT198"
"chr12:105328155-105332051"	"chr12:105328155-105332051"	"chr12"	105328155	105332051	"KCCAT198"
"chr12:104849371-104853501"	"chr12:104849371-104853501"	"chr12"	104849371	104853501	""
"chr12:104857756-104860434"	"chr12:104857756-104860434"	"chr12"	104857756	104860434	""
"chr12:104501351-104518668"	"chr12:104501351-104518668"	"chr12"	104501351	104518668	""
"chr12:106683122-106687016"	"chr12:106683122-106687016"	"chr12"	106683122	106687016	"LOC100505978"
"chr12:106098981-106103264"	"chr12:106098981-106103264"	"chr12"	106098981	106103264	""
"chr12:106103265-106117499"	"chr12:106103265-106117499"	"chr12"	106103265	106117499	""
"chr12:107314600-107317310"	"chr12:107314600-107317310"	"chr12"	107314600	107317310	"BTBD11"
"chr12:107223252-107224284"	"chr12:107223252-107224284"	"chr12"	107223252	107224284	""
"chr12:107224285-107227780"	"chr12:107224285-107227780"	"chr12"	107224285	107227780	""
"chr12:107269300-107270346"	"chr12:107269300-107270346"	"chr12"	107269300	107270346	""
"chr12:107270347-107270873"	"chr12:107270347-107270873"	"chr12"	107270347	107270873	""
"chr12:107270874-107271339"	"chr12:107270874-107271339"	"chr12"	107270874	107271339	""
"chr12:107317311-107327019"	"chr12:107317311-107327019"	"chr12"	107317311	107327019	"BTBD11"
"chr12:106773095-106776641"	"chr12:106773095-106776641"	"chr12"	106773095	106776641	"RIC8B;LOC100287944"
"chr12:106776642-106777192"	"chr12:106776642-106777192"	"chr12"	106776642	106777192	"LOC100287944"
"chr12:106731106-106736053"	"chr12:106731106-106736053"	"chr12"	106731106	106736053	""
"chr12:106767923-106773094"	"chr12:106767923-106773094"	"chr12"	106767923	106773094	"RIC8B"
"chr12:108274085-108284217"	"chr12:108274085-108284217"	"chr12"	108274085	108284217	""
"chr12:108284218-108285459"	"chr12:108284218-108285459"	"chr12"	108284218	108285459	""
"chr12:108916191-108927380"	"chr12:108916191-108927380"	"chr12"	108916191	108927380	""
"chr12:108927381-108928125"	"chr12:108927381-108928125"	"chr12"	108927381	108928125	""
"chr12:108855313-108860615"	"chr12:108855313-108860615"	"chr12"	108855313	108860615	"DAO;SSH1"
"chr12:108626364-108627961"	"chr12:108626364-108627961"	"chr12"	108626364	108627961	""
"chr12:108627962-108631303"	"chr12:108627962-108631303"	"chr12"	108627962	108631303	""
"chr12:109058320-109059838"	"chr12:109058320-109059838"	"chr12"	109058320	109059838	""
"chr12:109019373-109022066"	"chr12:109019373-109022066"	"chr12"	109019373	109022066	"SVOP;USP30"
"chr12:109056621-109058319"	"chr12:109056621-109058319"	"chr12"	109056621	109058319	""
"chr12:109059839-109061923"	"chr12:109059839-109061923"	"chr12"	109059839	109061923	""
"chr12:109343619-109350910"	"chr12:109343619-109350910"	"chr12"	109343619	109350910	"MYO1H"
"chr12:108515156-108515719"	"chr12:108515156-108515719"	"chr12"	108515156	108515719	"FICD;LINC01498"
"chr12:108515720-108519210"	"chr12:108515720-108519210"	"chr12"	108515720	108519210	"LINC01498"
"chr12:109095148-109096230"	"chr12:109095148-109096230"	"chr12"	109095148	109096230	"ALKBH2;UNG"
"chr12:109112820-109115321"	"chr12:109112820-109115321"	"chr12"	109112820	109115321	"ACACB"
"chr12:109115322-109116120"	"chr12:109115322-109116120"	"chr12"	109115322	109116120	"ACACB"
"chr12:109116121-109119496"	"chr12:109116121-109119496"	"chr12"	109116121	109119496	"ACACB"
"chr12:109310932-109316066"	"chr12:109310932-109316066"	"chr12"	109310932	109316066	"FOXN4"
"chr12:109355383-109360354"	"chr12:109355383-109360354"	"chr12"	109355383	109360354	"LINC01486"
"chr12:109476291-109478074"	"chr12:109476291-109478074"	"chr12"	109476291	109478074	"UBE3B;KCTD10"
"chr12:109040950-109056620"	"chr12:109040950-109056620"	"chr12"	109040950	109056620	""
"chr12:109360355-109360704"	"chr12:109360355-109360704"	"chr12"	109360355	109360704	"LINC01486"
"chr12:109360705-109366410"	"chr12:109360705-109366410"	"chr12"	109360705	109366410	"LINC01486"
"chr12:108928126-108929530"	"chr12:108928126-108929530"	"chr12"	108928126	108929530	""
"chr12:109831804-109836247"	"chr12:109831804-109836247"	"chr12"	109831804	109836247	"MIR4497;TRPV4"
"chr12:109559655-109568962"	"chr12:109559655-109568962"	"chr12"	109559655	109568962	""
"chr12:109568963-109573313"	"chr12:109568963-109573313"	"chr12"	109568963	109573313	"MVK"
"chr12:109573314-109575174"	"chr12:109573314-109575174"	"chr12"	109573314	109575174	"MVK;MMAB"
"chr12:109575175-109577967"	"chr12:109575175-109577967"	"chr12"	109575175	109577967	"MMAB"
"chr12:109699166-109714080"	"chr12:109699166-109714080"	"chr12"	109699166	109714080	"FAM222A"
"chr12:109899029-109903356"	"chr12:109899029-109903356"	"chr12"	109899029	109903356	"TCHP"
"chr12:109860014-109863949"	"chr12:109860014-109863949"	"chr12"	109860014	109863949	""
"chr12:109863950-109869886"	"chr12:109863950-109869886"	"chr12"	109863950	109869886	""
"chr12:109878474-109883624"	"chr12:109878474-109883624"	"chr12"	109878474	109883624	"GLTP"
"chr12:109946282-109947296"	"chr12:109946282-109947296"	"chr12"	109946282	109947296	""
"chr12:109947297-109948705"	"chr12:109947297-109948705"	"chr12"	109947297	109948705	""
"chr12:109992893-109997933"	"chr12:109992893-109997933"	"chr12"	109992893	109997933	"GIT2;ANKRD13A"
"chr12:109997934-110003428"	"chr12:109997934-110003428"	"chr12"	109997934	110003428	"GIT2;ANKRD13A"
"chr12:110024964-110033274"	"chr12:110024964-110033274"	"chr12"	110024964	110033274	""
"chr12:110056252-110057087"	"chr12:110056252-110057087"	"chr12"	110056252	110057087	""
"chr12:110057088-110057285"	"chr12:110057088-110057285"	"chr12"	110057088	110057285	""
"chr12:110057286-110060491"	"chr12:110057286-110060491"	"chr12"	110057286	110060491	""
"chr12:110929654-110933754"	"chr12:110929654-110933754"	"chr12"	110929654	110933754	"LINC01405"
"chr12:112568483-112569376"	"chr12:112568483-112569376"	"chr12"	112568483	112569376	"RPH3A"
"chr12:123009357-123011467"	"chr12:123009357-123011467"	"chr12"	123009357	123011467	"MIR4304"
"chr12:110469844-110471923"	"chr12:110469844-110471923"	"chr12"	110469844	110471923	"GPN3"
"chr12:110702864-110708218"	"chr12:110702864-110708218"	"chr12"	110702864	110708218	"HVCN1"
